scope,metric,eligible_point_count,median_relative_error,nrmse,median_limit,nrmse_limit,status
faltinsen_ch9,heave_motion,7,0.5732837733668714,3.9187897039752184,0.15,0.2,FAIL
faltinsen_ch9,pitch_motion,7,0.6621381863629547,3.7458965895966156,0.15,0.2,FAIL
matched_delta_added_only,heave_motion,7,0.36296567510422584,1.0373666463291544,0.15,0.2,FAIL
matched_delta_added_only,pitch_motion,7,0.6419311651820331,0.8196939783005127,0.15,0.2,FAIL
matched_delta_damping_only,heave_motion,7,0.6485388723315946,2.0906348944341127,0.15,0.2,FAIL
matched_delta_damping_only,pitch_motion,7,0.6789413156183627,2.7195122432121894,0.15,0.2,FAIL
matched_delta_added_and_damping,heave_motion,7,0.44776156826322283,0.8230649313770118,0.15,0.2,FAIL
matched_delta_added_and_damping,pitch_motion,7,0.6913885129018535,1.0299183388299122,0.15,0.2,FAIL
matched_raw_added_only,heave_motion,7,0.4749528419050305,0.5736221207636923,0.15,0.2,FAIL
matched_raw_added_only,pitch_motion,7,0.681828236096719,0.614169914061808,0.15,0.2,FAIL
matched_raw_damping_only,heave_motion,7,0.3882802562372011,1.386664814088702,0.15,0.2,FAIL
matched_raw_damping_only,pitch_motion,7,0.6868960111954787,1.0863504915438038,0.15,0.2,FAIL
matched_raw_added_and_damping,heave_motion,7,0.46517307006488273,1.2209560864114248,0.15,0.2,FAIL
matched_raw_added_and_damping,pitch_motion,7,0.6493489568159609,1.0079926379742283,0.15,0.2,FAIL
planing_base_plus_matched_radiation,heave_motion,7,0.22445690997354958,0.224042221342742,0.15,0.2,FAIL
planing_base_plus_matched_radiation,pitch_motion,7,0.5461849010484109,0.47583253752211846,0.15,0.2,FAIL
