outer_iteration,coefficient_index,unscaled_step,trust_scaled_step,trust_region_step_scale
1,0,0.0007362912084525521,0.0007362912084525521,1.0
1,1,0.0001856220184280734,0.0001856220184280734,1.0
1,2,-5.065444568250185e-05,-5.065444568250185e-05,1.0
1,3,5.735931633102644e-05,5.735931633102644e-05,1.0
1,4,-3.616665853687973e-05,-3.616665853687973e-05,1.0
1,5,2.432068001596071e-05,2.432068001596071e-05,1.0
1,6,-2.3342943839258642e-05,-2.3342943839258642e-05,1.0
1,7,8.81267660662118e-06,8.81267660662118e-06,1.0
1,8,-1.381791626050966e-05,-1.381791626050966e-05,1.0
1,9,-9.515342367830568e-07,-9.515342367830568e-07,1.0
1,10,-7.161734790579791e-06,-7.161734790579791e-06,1.0
1,11,-6.27456152330404e-06,-6.27456152330404e-06,1.0
1,12,-3.318747320601106e-06,-3.318747320601106e-06,1.0
1,13,-8.330552622532377e-06,-8.330552622532377e-06,1.0
1,14,-1.814673859394157e-06,-1.814673859394157e-06,1.0
1,15,-8.138887213098359e-06,-8.138887213098359e-06,1.0
1,16,-1.8675136297778737e-06,-1.8675136297778737e-06,1.0
1,17,-6.662895842063443e-06,-6.662895842063443e-06,1.0
1,18,-2.6336717446954626e-06,-2.6336717446954626e-06,1.0
1,19,-4.713412487067959e-06,-4.713412487067959e-06,1.0
1,20,-3.4192651746206644e-06,-3.4192651746206644e-06,1.0
1,21,-2.8790226779826424e-06,-2.8790226779826424e-06,1.0
1,22,-3.7814235194167332e-06,-3.7814235194167332e-06,1.0
1,23,-1.4838529660480413e-06,-1.4838529660480413e-06,1.0
1,24,-3.541636468088768e-06,-3.541636468088768e-06,1.0
1,25,-6.20728270336763e-07,-6.20728270336763e-07,1.0
1,26,-2.7445038422675137e-06,-2.7445038422675137e-06,1.0
1,27,-2.1539765389274683e-07,-2.1539765389274683e-07,1.0
1,28,-1.5813341777583912e-06,-1.5813341777583912e-06,1.0
1,29,-1.0897597724108731e-07,-1.0897597724108731e-07,1.0
1,30,-3.368292267640371e-07,-3.368292267640371e-07,1.0
1,31,-1.2555499423892525e-07,-1.2555499423892525e-07,1.0
1,32,6.830860955313674e-07,6.830860955313674e-07,1.0
1,33,-1.2538706728073074e-07,-1.2538706728073074e-07,1.0
1,34,1.203908898724627e-06,1.203908898724627e-06,1.0
1,35,-4.698967647906443e-08,-4.698967647906443e-08,1.0
1,36,1.061796716077715e-06,1.061796716077715e-06,1.0
1,37,6.834033823071891e-08,6.834033823071891e-08,1.0
1,38,2.9762724340095295e-07,2.9762724340095295e-07,1.0
1,39,8.791107248722772e-08,8.791107248722772e-08,1.0
1,40,-7.701337350246306e-07,-7.701337350246306e-07,1.0
1,41,-1.3552799823748764e-07,-1.3552799823748764e-07,1.0
1,42,-1.5869789334714818e-06,-1.5869789334714818e-06,1.0
1,43,-6.156004774540245e-07,-6.156004774540245e-07,1.0
1,44,-1.6070737424716113e-06,-1.6070737424716113e-06,1.0
1,45,-1.0825705026133801e-06,-1.0825705026133801e-06,1.0
1,46,-7.049775751690835e-07,-7.049775751690835e-07,1.0
1,47,-1.0078125360584504e-06,-1.0078125360584504e-06,1.0
1,48,5.417812936296439e-07,5.417812936296439e-07,1.0
1,49,-2.8521443839057484e-08,-2.8521443839057484e-08,1.0
1,50,1.1169505660030033e-06,1.1169505660030033e-06,1.0
1,51,1.3299234691947287e-06,1.3299234691947287e-06,1.0
1,52,5.308424260432254e-07,5.308424260432254e-07,1.0
1,53,1.5108954124203614e-06,1.5108954124203614e-06,1.0
1,54,-4.0393047370439785e-07,-4.0393047370439785e-07,1.0
1,55,-4.1694590420914414e-07,-4.1694590420914414e-07,1.0
1,56,-4.720569877594932e-07,-4.720569877594932e-07,1.0
1,57,-2.153963118760856e-06,-2.153963118760856e-06,1.0
1,58,-6.73139058640758e-08,-6.73139058640758e-08,1.0
1,59,5.3439460104637984e-08,5.3439460104637984e-08,1.0
1,60,-3.1212236924824427e-07,-3.1212236924824427e-07,1.0
1,61,2.625953659642271e-06,2.625953659642271e-06,1.0
1,62,-1.1072358021407305e-06,-1.1072358021407305e-06,1.0
1,63,-3.4008735001896413e-06,-3.4008735001896413e-06,1.0
