phase,outer_iteration,source_shape_dipole_coefficient,target_shape_dipole_coefficient,source_formal_exact_objective,rebased_formal_exact_objective,formal_exact_relative_change,maximum_displacement_ratio,rebased_root_relative_mismatch,rebased_condition_number
pre_linearization,1,8.067916137500948,8.067905888688001,0.0010087978183645004,0.001008797793843972,-2.430668262410666e-08,6.317630373836189e-08,3.2051482607229226e-08,253036.45030325704
final_synchronization,1,8.067905888688001,8.069248166729636,0.001000857183307455,0.0009996071548649176,-0.0012489578567108498,0.04632057152248941,8.338412934529818e-07,253031.92797220979
