outer_iteration,krylov_iteration,preconditioned_relative_residual,gmres_info
1,1,0.9999683119295801,1
1,2,0.9999140693782681,1
1,3,0.9998198194160405,1
1,4,0.999754231766084,1
1,5,0.9994962637476645,1
1,6,0.999394377016043,1
1,7,0.9990105728817067,1
1,8,0.9986987310791259,1
1,9,0.9982695888558877,1
1,10,0.9979220081952309,1
1,11,0.9977520182195512,1
1,12,0.9971553296540311,1
1,13,0.9967116612515667,1
1,14,0.9960129184557405,1
1,15,0.995861246226021,1
1,16,0.9945739494895588,1
