coarse_panel_count,fine_panel_count,pseudo_time_relative_difference,kinematic_rms_relative_change,kinematic_convergence_integral_relative_change,root_body_eta_relative_change,interface_s_lambda_relative_change,measured_s_lambda_relative_change,solved_dipole_coefficient_relative_change,body_vertical_force_coefficient_relative_change,computed_pressure_peak_relative_change,computed_peak_eta_relative_change,matched_pseudo_time_trajectory_available,free_surface_eta_relative_l2,body_pressure_curve_relative_l2,full_body_pressure_curve_relative_l2,shallow_jet_pressure_curve_relative_l2_diagnostic
320,640,0.0,0.22257020770439492,0.5235569312039301,0.0,0.0,5.707937876291574e-05,0.0002403084408755671,1.873594595822981e-05,2.4217703602560635e-06,0.0,False,0.0009157966998127385,4.6874476667531325e-05,5.47505399815057e-05,0.00282057785156858
640,1280,0.0,0.16734903198089712,0.17763064270051737,0.0,0.0,2.5398644054683507e-05,0.0001725613466191728,7.028874446416258e-06,2.4821631116280137e-07,0.0,False,0.005784141486729314,1.3089226607969805e-05,1.7228039527074913e-05,0.001243727083987201
