run,outer_panel_count,pseudo_cfl,root_state_recovery,linear_gradient_recovery,linear_corner_treatment,linear_cusp_velocity_recovery,accepted_steps,added_pseudo_time,root_relative_mismatch,kinematic_rms,kinematic_convergence_integral,root_body_eta,interface_s_lambda,measured_s_lambda,solved_dipole_coefficient,body_vertical_force_coefficient,computed_pressure_peak,computed_peak_eta,regrid_geometry_relative_l2,regrid_maximum_selected_state_change
self_similar_wedge_13deg_n320_doubleended_r0p015_f0p08_d3_v651,320,0.25,quadratic_root_extrapolation,element,displaced_double_node,connected_average,0,0.0,0.0009154353510604388,0.006321846160775897,0.0009416663434732011,0.0464903596895007,4.022977438413379,4.019294662649737,7.576898071413449,46.450978126225166,18.204669360071563,-0.0298162290378586,2.0368181449892035e-06,0.0016364067610868992
self_similar_wedge_13deg_n640_doubleended_r0p015_f0p08_d3_v653,640,0.25,quadratic_root_extrapolation,element,displaced_double_node,connected_average,0,0.0,0.0008584049695199102,0.008131726135820786,0.00044865040246634593,0.0464903596895007,4.022977438413379,4.019524094587979,7.575077278851235,46.45010782320929,18.204713447707007,-0.0298162290378586,5.205257259736302e-06,0.003446286736131788
self_similar_wedge_13deg_n1280_doubleended_r0p015_f0p08_d3_v654,1280,0.25,quadratic_root_extrapolation,element,displaced_double_node,connected_average,0,0.0,0.0008330274832337611,0.009766068194415677,0.0003689563431284031,0.0464903596895007,4.022977438413379,4.019626187642752,7.573770113315252,46.449781331233375,18.204717966414947,-0.0298162290378586,6.168126941845961e-06,0.00508062879472668
