component,sigma,omega_rad_s,motion_dof,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_matrix_is_zero,restoring_subtraction,restoring_matrices_sha256,target_identifier,beam_m,deadrise_deg,trim_deg,fn_b,mean_wetted_length_over_b,lcg_from_transom_m,rho_water_kg_m3,gravity_m_s2,matrix_coordinate_contract,response_calibration_used
bem,1.4,7.774541989381373,heave,A33,-15.000028690079757,-0.46645604941587865,0.02135876983787567,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
bem,1.4,7.774541989381373,heave,A53,-7.751369509764696,-0.7580013172964218,0.04785593662664816,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
bem,1.4,7.774541989381373,heave,B33,350.9344059788243,1.9651595274558225,0.02135876983787567,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
bem,1.4,7.774541989381373,heave,B53,28.37241297448422,0.4996213802925662,0.04785593662664816,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,1.4,7.774541989381373,heave,A33,-7.02168118572571,-0.2183532934385342,0.09447108199970189,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,1.4,7.774541989381373,heave,A53,-5.432604624658858,-0.5312508269222033,0.07753302020809023,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,1.4,7.774541989381373,heave,B33,38.704227192138816,0.2167356050692728,0.09447108199970189,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,1.4,7.774541989381373,heave,B53,24.06029182012935,0.4236874819292135,0.07753302020809023,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,heave,A33,0.1534520307231675,0.004771899407986543,0.00563395895113058,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,heave,A53,-0.026535824425950722,-0.0025949207872336113,0.006422850895780711,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
