case,radiation_mode,force_mode,omega,identity_relative_residual,production_difference,edge_only_difference,nodal_vs_piecewise_difference,production_real,production_imag,bulk_real,bulk_imag,chain_real,chain_imag,lower_edge_real,lower_edge_imag,upper_edge_real,upper_edge_imag,time_real,time_imag,direct_real,direct_imag,transformed_real,transformed_imag,residual_real,residual_imag
fn167,3,3,8.6966,1.1086092461020954e-16,2371.1374571459955,667.9576035550758,3.2302626907809593,6977.682815297254,-2687.146452504104,19.68664529697507,990.2510169032823,13.20245646428506,-323.0966599729942,-2028.0383552540611,-1947.4564271076042,1.3344922593812772e-20,0.0005323660176543211,6977.040674119185,-2687.122052518237,4981.891420626383,-3967.423590329535,4981.8914206263835,-3967.4235903295357,-9.094947017729282e-13,9.094947017729282e-13
fn167,3,5,8.6966,1.7000078172113296e-16,1728.3173906744669,463.0213455807294,0.9034648087930696,373.23812070889215,2294.7529202602727,1038.3988495811348,2042.2757054772458,-8.120238576691067,222.73701643402092,-983.5986022982192,-944.5163671471881,-1.4589262947831913e-20,-0.0005820062095864102,-676.9997278176382,-432.85076059952985,-630.319719111413,887.6450121583387,-630.3197191114137,887.6450121583387,7.958078640513122e-13,0.0
fn167,5,3,8.6966,0.0,1189.1333569604647,539.0506407835444,4.218828914552706,-1782.1495037188777,-1825.391198886713,370.5819064295923,-699.2445815829067,-137.25389208268874,213.23655102514215,-538.5917761474096,-663.5953470655792,0.0002081324264683545,-0.0005820062095864102,-1781.8165831875372,-1825.159002269846,-2087.0801368556167,-2974.7629618993997,-2087.0801368556167,-2974.7629618993997,0.0,0.0
fn167,5,5,8.6966,1.311122478858158e-16,426.492248044074,385.65878655647424,1.102568806310038,1500.9880451274387,-378.40332434843754,455.90975273698405,-193.8093264959869,93.88387265446707,-153.9275002745444,-261.21701143149363,-321.84374332680585,-0.00022753962612903834,0.0006362750753506723,786.7756098254007,318.1875615869523,1075.3519962457324,-351.39237223530967,1075.3519962457322,-351.39237223530955,2.2737367544323206e-13,-1.1368683772161603e-13
fn226,3,3,10.4354,6.115051550408376e-17,3519.676691776052,1023.3227863372222,2.8621855515512573,8192.60207566993,-1673.4094646450098,13.475311728571798,1572.9511395512193,9.286104584818121,-549.877662036799,-2151.1853908869466,-3825.7258194738215,1.203453593744474e-19,0.0006954088133528557,8191.862636325801,-1673.397140495004,6063.438661752243,-4476.048787045592,6063.438661752244,-4476.048787045592,-9.094947017729282e-13,0.0
fn226,3,5,10.4354,1.5893806688738122e-16,2600.786390533924,522.6612851066278,0.48821234693176785,788.6572420581684,3202.8221782849623,731.7770600010176,2812.173528743868,-4.024329322700503,276.331622650606,-1043.3249145801692,-1855.477022444803,-1.0695277164666301e-19,-0.000618020506999266,51.14911165782315,-408.2532087004548,-264.42307224402896,824.7743022287078,-264.42307224402896,824.7743022287087,0.0,-9.094947017729282e-13
fn226,5,3,10.4354,1.4054805864797688e-16,1710.1159109710309,694.7426374021821,3.941180737015948,-999.0623490797691,-3217.837231104025,684.6277063470335,-809.4952051745781,-248.3084503142707,268.7324258707006,-1453.4966072470406,-834.4531315782036,0.00030654124819586573,-0.0006180205069992661,-998.8182168226544,-3217.5184731653603,-2015.9952614956842,-4592.735002067948,-2015.9952614956842,-4592.735002067949,0.0,9.094947017729282e-13
fn226,5,5,10.4354,6.25106476338233e-17,935.9225428436789,369.7880792809106,0.6003472343239943,1914.9484549471847,-397.1172815017302,1070.0363243310787,-1.2911063986963889,124.42201033932714,-145.0922156993092,-704.9458545148148,-404.7097688154288,-0.00027242792151682015,0.0005492443290013724,496.0940082890275,43.18713290345488,985.6062160166971,-507.90540876565035,985.6062160166972,-507.90540876565046,-1.1368683772161603e-13,1.1368683772161603e-13
fn282,3,3,12.10175,7.174225097610399e-17,4475.668366677269,1455.9467729856024,2.893847821748047,8953.655747629005,-971.6961335844563,13.040467646667434,2264.337551878645,9.127215361405538,-808.5564850757954,-1769.9689465559647,-5575.741512078777,8.367257106782817e-20,0.0008652577241258371,8952.853572127851,-971.6872015014213,7205.0523085799605,-5091.646781519626,7205.05230857996,-5091.646781519625,9.094947017729282e-13,-9.094947017729282e-13
fn282,3,5,12.10175,1.5635861570003127e-17,3353.8265864880836,536.2091852752154,0.18708187656395195,1085.9572337810248,3971.2284575152976,457.9067763688866,3428.1518596118162,-2.6280525487519486,289.7150551332653,-858.4349390796428,-2704.2346333582063,-6.353824680578442e-20,-0.0006570487571315615,624.2903480067184,-282.80958826945255,221.13413274721034,730.8220360686654,221.13413274721023,730.8220360686654,1.1368683772161603e-13,0.0
fn282,5,3,12.10175,1.2744132459802546e-16,2791.676277373019,878.0468572444693,3.8987468377158607,-120.35572349531724,-4110.813871329794,1069.2182709934502,-836.7512610580042,-388.72791302932524,281.6604559707094,-2557.0265126561535,-1512.312413822863,0.00041111673218530885,-0.0006570487571315613,-120.21469200384387,-4110.436681727672,-1996.7504355791407,-6177.840557686586,-1996.75043557914,-6177.840557686587,-6.821210263296962e-13,9.094947017729282e-13
fn282,5,5,12.10175,1.288588892980873e-16,1573.9302149174582,342.5996310163149,0.28765355351500127,2412.4226227456197,-324.8437326464475,1562.7069804104742,291.6004395495325,139.0164179013808,-116.49359425398478,-1240.1578586382343,-733.4715207040882,-0.0003121887622456651,0.000498941595331363,458.85943767630715,-267.6765394045948,920.4246651611659,-826.0407158715403,920.4246651611655,-826.04071587154,3.410605131648481e-13,-3.410605131648481e-13
