station,x,exponent,count,potential,field,normalized_rms,passed,solve_residual
42,0.8951311907918157,1.5,96,quadratic,free_q,0.0006462098689271198,True,3.496736606426365e-16
80,1.7049955943723871,1.0,48,linear_z,body_phi,9.723337988173563e-07,True,3.6780504359569586e-16
80,1.7049955943723871,1.0,48,linear_z,free_q,0.00018245712877907152,True,3.6780504359569586e-16
80,1.7049955943723871,1.0,48,quadratic,body_phi,1.401355005777275e-07,True,3.105622565744277e-16
80,1.7049955943723871,1.0,48,quadratic,free_q,1.991278101732235e-05,True,3.105622565744277e-16
80,1.7049955943723871,1.0,72,linear_z,body_phi,9.543358251433592e-07,True,3.564082834221211e-16
80,1.7049955943723871,1.0,72,linear_z,free_q,0.0002806984305198644,True,3.564082834221211e-16
80,1.7049955943723871,1.0,72,quadratic,body_phi,1.2624082332556867e-07,True,3.688900116337908e-16
80,1.7049955943723871,1.0,72,quadratic,free_q,2.6097179033957162e-05,True,3.688900116337908e-16
80,1.7049955943723871,1.0,96,linear_z,body_phi,9.501620733585127e-07,True,3.6051454531894764e-16
80,1.7049955943723871,1.0,96,linear_z,free_q,0.0003633045672397471,True,3.6051454531894764e-16
80,1.7049955943723871,1.0,96,quadratic,body_phi,1.1944589770738185e-07,True,3.458057208252001e-16
80,1.7049955943723871,1.0,96,quadratic,free_q,3.147934524167801e-05,True,3.458057208252001e-16
80,1.7049955943723871,1.5,48,linear_z,body_phi,9.933436332241373e-07,True,3.549682007745602e-16
80,1.7049955943723871,1.5,48,linear_z,free_q,0.00011408902317830597,True,3.549682007745602e-16
80,1.7049955943723871,1.5,48,quadratic,body_phi,1.3530341620502115e-07,True,2.6189410782974514e-16
80,1.7049955943723871,1.5,48,quadratic,free_q,1.5479342860081735e-05,True,2.6189410782974514e-16
80,1.7049955943723871,1.5,72,linear_z,body_phi,1.0075570993807676e-06,True,3.5911052701148865e-16
80,1.7049955943723871,1.5,72,linear_z,free_q,0.0001840707753914167,True,3.5911052701148865e-16
80,1.7049955943723871,1.5,72,quadratic,body_phi,1.4154009905727242e-07,True,3.9238232305662923e-16
80,1.7049955943723871,1.5,72,quadratic,free_q,2.0015425176373913e-05,True,3.9238232305662923e-16
80,1.7049955943723871,1.5,96,linear_z,body_phi,1.0320879316198182e-06,True,3.6549810088250917e-16
80,1.7049955943723871,1.5,96,linear_z,free_q,0.000251295325189168,True,3.6549810088250917e-16
80,1.7049955943723871,1.5,96,quadratic,body_phi,1.5085308334603336e-07,True,3.75833616594667e-16
80,1.7049955943723871,1.5,96,quadratic,free_q,2.4267151665148657e-05,True,3.75833616594667e-16
