,surge,sway,heave,roll,pitch,yaw
surge,4.01679557343738,0.0,0.0,0.0,0.0,0.0
sway,0.0,239.16567880660668,0.0,0.0,0.0,106.05580996786226
heave,0.0,0.0,29.924993756094956,0.0,34.030842612559624,0.0
roll,0.0,0.0,0.0,448.31090849593204,0.0,0.0
pitch,0.0,0.0,34.030842612559624,0.0,143.3311042770968,0.0
yaw,0.0,106.05580996786226,0.0,0.0,0.0,1582.13967537916
