station_index,x_m,omega_rad_s,wavenumber_rad_m,transverse_wavenumber_rad_m,waterplane_beam_m,draft_m,vertical_force_abs_per_m,lateral_force_abs_per_m,roll_moment_abs_per_m,condition_number,residual_norm,body_panel_count,free_surface_panel_count,status
2,4.4,1.3962634015954636,0.1987989258956866,0.0,1.978183742007328,0.36,19277.86541690123,1.1368683772161603e-13,4.440892098500626e-16,28.504778068850253,3.924688563793454e-16,20,8,experimental_2d_free_surface_source_panel_not_validated
3,6.6,1.3962634015954636,0.1987989258956866,0.0,1.4850521120497775,0.3,14275.093380026447,5.551115123125783e-17,5.551115123125783e-17,23.326997453872732,4.1057114970635e-16,20,8,experimental_2d_free_surface_source_panel_not_validated
4,8.8,1.3962634015954636,0.1987989258956866,0.0,0.8984147095616863,0.2,8679.118511505978,1.7053025661771708e-13,8.526512942058928e-14,19.72941533399433,3.0236800478710733e-16,20,8,experimental_2d_free_surface_source_panel_not_validated
5,11.0,1.3962634015954636,0.1987989258956866,0.0,0.2256871758415598,0.06,2233.583455299428,5.684341886091141e-14,7.105427357630082e-15,17.883198618158872,4.210447301151966e-16,20,8,experimental_2d_free_surface_source_panel_not_validated
0,0.0,1.0053096491487339,0.10305736318432394,0.0,1.6484864516727733,0.3,16158.53320226083,0.0,8.326672684688674e-17,21.22761149373407,1.8105658696877057e-16,20,8,experimental_2d_free_surface_source_panel_not_validated
1,2.2,1.0053096491487339,0.10305736318432394,0.0,1.8682846452291433,0.34,18310.033928645054,1.1102230246251565e-16,0.0,21.99945432674356,2.9662004018464105e-16,20,8,experimental_2d_free_surface_source_panel_not_validated
2,4.4,1.0053096491487339,0.10305736318432394,0.0,1.978183742007328,0.36,19391.464721843513,5.551115123125783e-17,4.547473542745959e-13,22.425569822252612,2.4389085891859e-16,20,8,experimental_2d_free_surface_source_panel_not_validated
3,6.6,1.0053096491487339,0.10305736318432394,0.0,1.4850521120497775,0.3,14544.99564236099,2.2737367544323206e-13,1.3877787807814457e-17,20.538358649909526,2.6775587337141657e-16,20,8,experimental_2d_free_surface_source_panel_not_validated
4,8.8,1.0053096491487339,0.10305736318432394,0.0,0.8984147095616863,0.2,8843.220934373443,1.705302566375694e-13,5.684341886080802e-14,18.939031902890918,2.365195038002537e-16,20,8,experimental_2d_free_surface_source_panel_not_validated
5,11.0,1.0053096491487339,0.10305736318432394,0.0,0.2256871758415598,0.06,2250.338270299886,5.684341886080802e-14,3.5527136788021165e-15,17.95836979442918,2.099499199165524e-16,20,8,experimental_2d_free_surface_source_panel_not_validated
0,0.0,0.7853981633974483,0.06290122264668209,0.0,1.6484864516727733,0.3,16303.07788528068,1.3877787807814457e-17,2.273736755491112e-13,19.99055663740436,3.2921156479630423e-16,20,8,experimental_2d_free_surface_source_panel_not_validated
1,2.2,0.7853981633974483,0.06290122264668209,0.0,1.8682846452291433,0.34,18465.489794547615,2.273736755491112e-13,3.410605131648481e-13,20.376614459879068,2.8447166859200483e-16,20,8,experimental_2d_free_surface_source_panel_not_validated
2,4.4,0.7853981633974483,0.06290122264668209,0.0,1.978183742007328,0.36,19547.996667964697,0.0,2.2737368221949554e-13,20.58490456875219,2.429524663063568e-16,20,8,experimental_2d_free_surface_source_panel_not_validated
3,6.6,0.7853981633974483,0.06290122264668209,0.0,1.4850521120497775,0.3,14683.811517255795,3.469446951953614e-18,2.2737367546970184e-13,19.55846999328013,2.065098698325173e-16,20,8,experimental_2d_free_surface_source_panel_not_validated
4,8.8,0.7853981633974483,0.06290122264668209,0.0,0.8984147095616863,0.2,8914.939020323,5.684341886742546e-14,2.842170943040401e-14,18.62675307991808,3.321441793517135e-16,20,8,experimental_2d_free_surface_source_panel_not_validated
5,11.0,0.7853981633974483,0.06290122264668209,0.0,0.2256871758415598,0.06,2257.4166879347017,1.4210854715216544e-14,3.552713678805449e-15,17.990132716315227,2.8468920223422043e-16,20,8,experimental_2d_free_surface_source_panel_not_validated
