stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,320,0.05857240814727031,2.3777940622926903e-06,2.3777940622926903e-06,252593.52895963838,7.607341442495824
source,640,0.058061966348893934,6.247355559315293e-05,6.247355559315293e-05,569199.955919721,7.608803870890243
source,1280,0.05797944703228113,8.829342614618463e-05,8.829342614618463e-05,1373035.4735553353,7.607490799325198
candidate_factor_1,320,0.046498337936116074,-0.00015050551882418535,0.00015050551882418535,252725.64341590204,7.628427154968667
candidate_factor_1,640,0.046013480317865695,-8.999429780468565e-05,8.999429780468565e-05,569354.7201488673,7.626589094645498
candidate_factor_1,1280,0.04593782214888198,-6.298368483285753e-05,6.298368483285753e-05,1373454.7400538235,7.625268663669491
candidate_factor_0.5,320,0.05228826781087582,-6.833766867439426e-05,6.833766867439426e-05,252695.8788650795,7.619579501935488
candidate_factor_0.5,640,0.05179579058030733,-9.362973251583052e-06,9.362973251583052e-06,569276.4889177216,7.617746227943928
candidate_factor_0.5,1280,0.051716707290803875,1.7008685628682508e-05,1.7008685628682508e-05,1373245.3073000573,7.616429444908987
candidate_factor_0.25,320,0.05536470541487946,-3.050187702233631e-05,3.050187702233631e-05,252680.9166262462,7.615118351780561
candidate_factor_0.25,640,0.05486839577106314,2.7564646218378832e-05,2.7564646218378832e-05,569239.9149732109,7.613287447556419
candidate_factor_0.25,1280,0.05478760351140229,5.370519336580425e-05,5.370519336580425e-05,1373141.5847998788,7.61197252559477
