component,sigma,omega_rad_s,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_subtraction,diagnostic_zero_restoring_component,response_calibration_used
raw_bem,1.4,7.774541989381373,A33,-17.5394769577545,-0.5454252988159781,0.030032197198671347,zero_diagnostic_only,False,False
raw_bem,1.4,7.774541989381373,A53,-4.644320828160001,-0.45416507383085086,0.02783367914534962,zero_diagnostic_only,False,False
raw_bem,1.4,7.774541989381373,B33,113.45591303336167,0.6353294651227883,0.030032197198671347,zero_diagnostic_only,False,False
raw_bem,1.4,7.774541989381373,B53,-19.949680373708762,-0.3513020501171908,0.02783367914534962,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,A33,-14.383781115441227,-0.44729259212741945,0.11886283927131797,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,A53,-5.902662359099269,-0.5772174630711254,0.130247314543121,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,B33,113.26357050870075,0.6342523870750603,0.11886283927131797,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,B53,-19.69971335211337,-0.34690027898586595,0.130247314543121,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,A33,-3.155695842313298,-0.09813270668855952,0.23290900164109352,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,A53,1.2583415309392738,0.1230523892402751,0.23532206003498995,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,B33,0.1923425246609082,0.0010770780477280934,0.23290900164109352,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,B53,-0.2499670215953884,-0.0044017711313247936,0.23532206003498995,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,A33,-7.82648411126641,-0.24338025845056316,0.044895450175043414,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,A53,-3.029100727048423,-0.2962137643462638,0.04494919415267117,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,B33,-0.9057923424286568,-0.005072248321321934,0.044895450175043414,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,B53,-0.48530113021996335,-0.008545865336025346,0.04494919415267117,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,A33,-9.712992846488099,-0.30204504036541535,0.03258131706396546,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,A53,-1.615220101111576,-0.15795130948458694,0.017326544740698467,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,B33,114.36170537579038,0.6404017134441106,0.03258131706396546,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,B53,-19.4643792434888,-0.3427561847811655,0.017326544740698467,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,A33,1.5900810898673083,0.0494467683199115,0.001305905809698763,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,A53,-0.5636271102126387,-0.05511672375661587,0.0014473548722588095,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,B33,43.792807266975956,0.24523059286448906,0.001305905809698763,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,B53,-15.223757749846989,-0.2680813530755565,0.0014473548722588095,zero_diagnostic_only,False,False
longitudinal_bin_middle_post_chine,1.4,7.774541989381373,A33,-1.8451457608240562,-0.05737851706641427,0.042469402809535484,zero_diagnostic_only,False,False
longitudinal_bin_middle_post_chine,1.4,7.774541989381373,A53,0.020651651422219426,0.0020195113860420324,0.02615156191606049,zero_diagnostic_only,False,False
longitudinal_bin_middle_post_chine,1.4,7.774541989381373,B33,49.39606039942538,0.2766076425079033,0.042469402809535484,zero_diagnostic_only,False,False
longitudinal_bin_middle_post_chine,1.4,7.774541989381373,B53,-5.81807212825675,-0.10245280265642225,0.02615156191606049,zero_diagnostic_only,False,False
longitudinal_bin_forward_post_chine,1.4,7.774541989381373,A33,-9.457928175531352,-0.2941132916189126,0.04158167869805908,zero_diagnostic_only,False,False
longitudinal_bin_forward_post_chine,1.4,7.774541989381373,A53,-1.0722446423211571,-0.10485409711401314,0.04043758483814497,zero_diagnostic_only,False,False
longitudinal_bin_forward_post_chine,1.4,7.774541989381373,B33,21.172837709389007,0.118563478071718,0.04158167869805908,zero_diagnostic_only,False,False
longitudinal_bin_forward_post_chine,1.4,7.774541989381373,B53,1.5774506346149284,0.027777970950813087,0.04043758483814497,zero_diagnostic_only,False,False
longitudinal_bin_pre_chine,1.4,7.774541989381373,A33,-7.82648411126641,-0.24338025845056316,0.044895450175043414,zero_diagnostic_only,False,False
longitudinal_bin_pre_chine,1.4,7.774541989381373,A53,-3.029100727048423,-0.2962137643462638,0.04494919415267117,zero_diagnostic_only,False,False
longitudinal_bin_pre_chine,1.4,7.774541989381373,B33,-0.9057923424286568,-0.005072248321321934,0.044895450175043414,zero_diagnostic_only,False,False
longitudinal_bin_pre_chine,1.4,7.774541989381373,B53,-0.48530113021996335,-0.008545865336025346,0.04494919415267117,zero_diagnostic_only,False,False
bem,1.4,7.774541989381373,A33,-17.5394769577545,-0.5454252988159781,0.030032197198671347,zero_diagnostic_only,False,False
bem,1.4,7.774541989381373,A53,-4.644320828160001,-0.45416507383085086,0.02783367914534962,zero_diagnostic_only,False,False
bem,1.4,7.774541989381373,B33,113.45591303336167,0.6353294651227883,0.030032197198671347,zero_diagnostic_only,False,False
bem,1.4,7.774541989381373,B53,-19.949680373708762,-0.3513020501171908,0.02783367914534962,zero_diagnostic_only,False,False
front,1.4,7.774541989381373,A33,0.7512910005261317,0.023362904118902645,0.12344912172094329,zero_diagnostic_only,False,False
front,1.4,7.774541989381373,A53,-2.493422042875039,-0.2438300987579405,0.09546739411419639,zero_diagnostic_only,False,False
front,1.4,7.774541989381373,B33,87.97995485744026,0.49266940934729697,0.12344912172094329,zero_diagnostic_only,False,False
