component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,0.26479243590594465,0.7322524359059446,2.3026806160564295,-0.17583640940637943,0.29162359059362053,0.91705531633214,zero_diagnostic_only,False
resolved_station_bem,1.4,0.4103693119163683,0.8778293119163683,2.760469534328202,-0.17392806233845565,0.29353193766154434,0.9230564077407054,zero_diagnostic_only,False
transom_extrapolation,1.4,-0.39875247609948383,0.06870752390051615,0.21606139591357282,-1.2995931192858665,-0.8321331192858665,-2.6167708153643603,zero_diagnostic_only,False
pre_chine_bem,1.4,0.38703211863523246,0.8544921186352324,2.687082134073058,0.5357752627039759,1.003235262703976,3.1548278701382895,zero_diagnostic_only,False
post_chine_bem,1.4,0.16629478952983962,0.6337547895298397,1.9929395897164768,-0.17020014855085644,0.2972598514491436,0.9347794070727785,zero_diagnostic_only,False
longitudinal_bin_aft_post_chine,1.4,-0.35446438159935173,0.11299561840064826,0.3553321333353719,-0.3476314650722834,0.11982853492771661,0.3768192922255239,zero_diagnostic_only,False
longitudinal_bin_middle_post_chine,1.4,-0.011192422767183574,0.4562675772328164,1.4348037019899886,-0.11778413260512637,0.3496758673948736,1.0996096458958289,zero_diagnostic_only,False
longitudinal_bin_forward_post_chine,1.4,0.11336992863777143,0.5808299286377714,1.8265092095527402,0.07450350568338861,0.5419635056833886,1.7042877537213477,zero_diagnostic_only,False
longitudinal_bin_pre_chine,1.4,0.38703211863523246,0.8544921186352324,2.687082134073058,0.5357752627039759,1.003235262703976,3.1548278701382895,zero_diagnostic_only,False
bem,1.4,0.26479243590594465,0.7322524359059446,2.3026806160564295,-0.17583640940637943,0.29162359059362053,0.91705531633214,zero_diagnostic_only,False
front,1.4,-3.318849874587725,-2.851389874587725,-8.966634825747564,0.529073304216582,0.996533304216582,3.133752528982962,zero_diagnostic_only,False
transom,1.4,nan,nan,nan,nan,nan,nan,zero_diagnostic_only,False
total,1.4,0.42516463000946114,0.8926246300094611,2.8069956918536514,0.13204284483219092,0.5995028448321909,1.8852290717993423,zero_diagnostic_only,False
