eta,xi,pressure_coefficient
-0.9689048812975404,0.08543313649026887,5.986536919495423
-0.9081953638308335,0.2522311648760318,6.111460105473273
-0.8503767757673033,0.41108643000532985,6.1915977060162435
-0.7953114538020364,0.5623771586998995,6.249985635332082
-0.7428682900255916,0.706463566980442,6.305741201272474
-0.692922419762311,0.8436887177238158,6.363148588669944
-0.6453549242734722,0.97437933747941,6.423723312165696
-0.6000525476174354,1.0988465943894994,6.488123313294488
-0.5569074269926384,1.217386839065775,6.556662593436322
-0.515816835921403,1.3302823101860377,6.629497029820849
-0.47668293966308384,1.4378018064910498,6.706705988470572
-0.43941256227420833,1.5402013267815373,6.788332749368225
-0.40391696476099354,1.6377246794391445,6.874405980078112
-0.3701116337960271,1.73060406292258,6.964951583682901
-0.33791608049605903,1.8190606186210903,7.059999344237213
-0.3072536487818038,1.9033049573815757,7.159586645048558
-0.2780513328634654,1.9835376609629907,7.263760490084653
-0.2502396034174288,2.0599497596119574,7.372578510559619
-0.22375224204025113,2.132723186896688,7.486109333664402
-0.19852618358579627,2.2020312128821447,7.604432510586481
-0.1745013660101249,2.2680388566778182,7.72763808668804
-0.1516205873666283,2.330903279340365,7.855825815230192
-0.1298293696109174,2.3907741580665993,7.9891039474188945
-0.10907582889119272,2.4477940425677747,8.127587461646273
-0.08931055201526444,2.5020986944736565,8.271395511027094
-0.07048647880009468,2.5538174105744957,8.420647756544609
-0.052558790023742474,2.603073330670534,8.575459094413667
-0.03548480071293081,2.6499837307619982,8.735932052630229
-0.0192238585121578,2.6946603022776787,8.902145779283597
-0.003737246892374091,2.7372094180068984,9.074140003043281
0.011011907031229451,2.7777323853680596,9.251891496144795
0.025058720291804337,2.816325687616785,9.435279210744785
0.03843663768282801,2.8530812135679517,9.624032038022088
0.051177511388564856,2.8880864763785867,9.817649421175876
0.06331167682259997,2.921424821912525,10.015278660181908
0.07486802485501431,2.9531756271829424,10.215521412010869
0.08587407060017083,2.9834144893452446,10.416121082314795
0.09635601892889134,3.0122134056902947,10.613443034132695
0.10633882686100615,3.039640945066532,10.80157986485645
0.11584626298682976,3.0657624111391395,10.970745261296656
0.12490096405904272,3.0906399978749564,11.104237857941417
0.13352448888972168,3.114332937623353,11.172317302072003
0.1417373696808445,3.1368976421456356,11.11877341957495
0.14955916091048538,3.158387836928762,10.827962776036383
0.15700848589109562,3.1788546891031677,10.029802456537144
0.16410308111072447,3.1983469292692686,7.9463231595808
0.170859838462752,3.2169109675226983,1.081252563356955
0.17729484546468288,3.2345910039545362,-13.718979175791517
