iteration,shape_dipole_coefficient,relative_change
0,4.0,0.3254618771361053
1,5.301847508544421,0.05114708947009165
2,5.573021577420725,0.009636843491577965
3,5.626727914137516,0.0018720048551583528
4,5.637261176111436,0.00036576670346497237
5,5.6393230985483935,7.154723574135695e-05
