node,y_over_Vt,z_over_Vt,supplied_psi_over_V2,similarity_psi_over_V2,difference_over_V2
0,4.466602808722665,0.6257104706648658,-27.507918202874023,-28.095410775167387,0.5874925722933639
1,4.689290623244485,0.29970703558673245,-1.5399466589419881,-2.583369575458506,1.0434229165165179
2,5.056386611347154,0.1474180930797084,-1.2586842070324873,-3.334790469437739,2.0761062624052515
3,5.450166619577491,0.11236726281523371,-1.1301420302313638,-2.606516954736254,1.4763749245048903
4,5.846403902266363,0.12277519604517355,-0.8889895805990331,-1.340165386662144,0.4511758060631108
5,6.24221356351794,0.11535353272052004,-0.6137751025274474,-0.46893632424005494,-0.14483877828739244
6,6.636184338376013,0.07724610746849218,-0.2855359791050761,-0.2414268692331552,-0.044109109871920904
7,7.1261505082537315,0.09256060481737084,-0.44071370173773805,-0.5552338907918435,0.11452018905410544
8,7.7306137598605815,0.042936938659932596,-0.16654554502822985,-0.04689232211029554,-0.11965322291793432
9,8.481035642985503,0.058943056956261015,-0.24395619064719368,-0.27859768234870624,0.03464149170151257
10,9.408552235786145,0.01934155502813779,-0.06993228689615322,-0.1248970188851454,0.05496473198899218
11,10.555496661874365,0.07970439534565794,-0.213074424569777,-0.19694857649632005,-0.016125848073456933
12,11.969456886537516,-0.06298196366817967,0.039007928614256254,0.05767671021802657,-0.018668781603770314
13,13.719412182279056,0.1200578251666029,-0.17052201086661561,-0.31004794208978337,0.13952593122316775
14,15.887388970968619,-0.08387809224491424,0.03730819017395953,0.21431971506257688,-0.17701152488861735
15,18.57628869200107,0.08419863851389861,-0.08314296972978848,-0.2394863707356999,0.15634340100591143
16,21.90689085267213,-0.043109888067778504,0.006071926847773732,0.13108083127045808,-0.12500890442268434
17,26.03001473554727,0.034033413490060824,-0.02958328799403128,-0.10735975597007819,0.0777764679760469
18,31.132356548800455,-0.011653407856058142,-0.005112439751842774,0.03995819511075554,-0.04507063486259831
19,37.44599506812228,0.009507700460429756,-0.010317220582702501,-0.032917097201657225,0.022599876618954726
20,45.2582949983003,-0.0011292358231358372,-0.004758519625057634,0.005556457013119557,-0.010314976638177192
21,54.92496789391075,0.0022855099822604104,-0.00422342174913621,-0.008409877615486967,0.004186455866350756
22,66.88616960782588,0.0005650300934359727,-0.002717277490243045,-0.00121642973119873,-0.001500847759044315
23,81.68654068253075,0.0007075216681326713,-0.0020341640072045414,-0.0024912193687759536,0.0004570553615714122
24,99.99999999999999,0.0006686516809451678,-0.002096519765512124,-0.0011346555248922447,-0.0009618642406198793
