iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_curvature_energy_ratio,candidate_maximum_turning_angle_deg
1,0.5,0.056645837551691725,0.043440567668115174,0.05921831476127044,0.05828498018766196,0.0009333345736084742,457.8722447300011,21.123799262751593,7.786178710861242,21.12334119173176,0.9999783149321704,7.805837974019643
