root_xi_scale,status,reason,kinematic_rms,kinematic_integral,kinematic_convergence_integral,dipole_coefficient,condition_number,root_thickness,interface_s_lambda,measured_s_lambda,root_relative_mismatch,jet_reached_tip,jet_point_count,condition_number_ratio,matching_surface_shift_panels
1.0,REJECTED_PHYSICAL,"No shallow-water-compatible outer/jet matching surface remains. Last root error: The jet root requires thickness>0, S_lambda>0, S_tau<0 and delta_lambda>0; invalid=S_lambda<=0; thickness=0.093716768963635289, S_lambda=-1.9200494809010129, S_tau=-4.2880353684210917, delta_lambda=0.0020395069369710363.",,,,,,,,,,,,,
0.98,PHYSICAL,,0.16505084185660315,0.5542899694649509,0.5552663819101181,8.4427936014997,202504.98750852447,0.033207014747543895,0.5065892399863042,7.989357765054477,14.77087931293304,True,2027.0,0.9949358424964462,0.0
0.95,PHYSICAL,,0.3747407448439855,2.9212763406549014,2.936373617645502,8.152073074216737,455059.1428126012,0.009032315748441976,1.4972645074551634,11.294431297881587,6.543377433742987,True,1968.0,2.235770373906999,0.0
0.9,PHYSICAL,,4.745565167657633,437.2364592558788,448.2980021981493,7.698907910609642,199024.60230792174,0.07943119990841732,0.567801704716951,-16.393121802915505,29.871209203374043,True,1834.0,0.9778362143619634,0.0
