mode_count,root_rank,nullspace_dimension,linear_floor_objective_ratio,trust_limited_objective_ratio,coefficient_step_norm,maximum_displacement_ratio,trust_scale,maximum_absolute_root_increment,reduced_jacobian_condition_number
8,3,5,0.9942926122523406,0.9942926122523406,0.0013939294615936597,0.019055545465027857,1.0,9.513874063560301e-18,178.01787851803886
16,3,13,0.9930838304634755,0.9930838304634755,0.0013966154118625956,0.019077594291115163,1.0,3.6945459576864445e-18,278.741166569985
