root_xi_scale,status,kinematic_rms,kinematic_integral,kinematic_convergence_integral,dipole_coefficient,condition_number,root_thickness,interface_s_lambda,measured_s_lambda,root_relative_mismatch,jet_reached_tip,jet_point_count,condition_number_ratio,matching_surface_shift_panels
1.0025,PHYSICAL,0.006485194826259686,0.0007502558227467338,0.001385350072521917,8.06480950827674,252360.1668025531,0.0862817379737171,3.154365801349109,3.1543658085362,2.278458294002059e-09,True,2926,0.9973892159911099,0.0
1.00125,PHYSICAL,0.005300530214847827,0.0004614062410293486,0.0011005848166125809,8.050924297006347,252695.14730423412,0.08505218752829884,3.166854279225436,3.166854286505355,2.2987855607034263e-09,True,2926,0.9987131410153207,0.0
1.0,PHYSICAL,0.0055860324080413285,0.0005487719958481123,0.0011920525592820528,8.037041079907116,253031.07733021668,0.08382263708288057,3.179537561110223,3.1795375807872217,6.188635397099297e-09,True,2926,1.000040818792237,0.0
0.99875,PHYSICAL,0.007185661200515377,0.0010149531629813889,0.0016622985348108675,8.023159839973243,253370.4096840033,0.08259308663746252,3.192421970148988,3.192421977640715,2.3467219761472922e-09,True,2925,1.0013819434023203,0.0
0.9975,PHYSICAL,0.00946816143843575,0.0018626547958934237,0.002514169319098241,8.009280897450378,253707.15774843548,0.08136353619204403,3.2055096502311673,3.2055096577258038,2.3380483245297744e-09,True,2925,1.0027128542676365,0.0
