mode_count,root_rank,nullspace_dimension,linear_floor_objective_ratio,trust_limited_objective_ratio,coefficient_step_norm,maximum_displacement_ratio,trust_scale,maximum_absolute_root_increment,reduced_jacobian_condition_number
16,3,13,0.9910525586177136,0.9910525586177136,0.009548652275881591,0.021008520031878287,1.0,9.690056916589196e-19,145.83371146296298
32,3,29,0.9898756090052727,0.9898756090052727,0.018447538548264607,0.053925273649327615,1.0,2.2454843431711502e-18,395.276009847603
