component,sigma,omega_rad_s,motion_dof,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_matrix_is_zero,restoring_subtraction,restoring_matrices_sha256,target_identifier,beam_m,deadrise_deg,trim_deg,fn_b,mean_wetted_length_over_b,lcg_from_transom_m,rho_water_kg_m3,gravity_m_s2,matrix_coordinate_contract,response_calibration_used
bem,1.855694516,8.924499998413234,pitch,A35,-13.109988976219185,-0.40563824973373136,0.025873558284551058,False,external:begovic_fn282_sigma1p855694516_forced_motion_diagnostic_sub32_v2/savitsky_faltinsen_restoring_matrices.csv,a8315ea849fe6256d53a8730523ebdb40ef0a065ed84e72d93b6c09fbf0c795e,begovic2014_monohedral_fn282_sigma1p855694516_diagnostic,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
bem,1.855694516,8.924499998413234,pitch,A55,11.158582933760934,0.8142912397320864,0.04609190993103281,False,external:begovic_fn282_sigma1p855694516_forced_motion_diagnostic_sub32_v2/savitsky_faltinsen_restoring_matrices.csv,a8315ea849fe6256d53a8730523ebdb40ef0a065ed84e72d93b6c09fbf0c795e,begovic2014_monohedral_fn282_sigma1p855694516_diagnostic,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
bem,1.855694516,8.924499998413234,pitch,B35,-883.3926393832995,-5.683461735919542,0.025873558284551058,False,external:begovic_fn282_sigma1p855694516_forced_motion_diagnostic_sub32_v2/savitsky_faltinsen_restoring_matrices.csv,a8315ea849fe6256d53a8730523ebdb40ef0a065ed84e72d93b6c09fbf0c795e,begovic2014_monohedral_fn282_sigma1p855694516_diagnostic,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
bem,1.855694516,8.924499998413234,pitch,B55,246.58993838070285,3.741697378264007,0.04609190993103281,False,external:begovic_fn282_sigma1p855694516_forced_motion_diagnostic_sub32_v2/savitsky_faltinsen_restoring_matrices.csv,a8315ea849fe6256d53a8730523ebdb40ef0a065ed84e72d93b6c09fbf0c795e,begovic2014_monohedral_fn282_sigma1p855694516_diagnostic,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,1.855694516,8.924499998413234,pitch,A35,-3.8413958590046313,-0.11885723898071647,0.22294342410772763,False,external:begovic_fn282_sigma1p855694516_forced_motion_diagnostic_sub32_v2/savitsky_faltinsen_restoring_matrices.csv,a8315ea849fe6256d53a8730523ebdb40ef0a065ed84e72d93b6c09fbf0c795e,begovic2014_monohedral_fn282_sigma1p855694516_diagnostic,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,1.855694516,8.924499998413234,pitch,A55,-3.1489005801678736,-0.22978922793682743,0.19532942724274296,False,external:begovic_fn282_sigma1p855694516_forced_motion_diagnostic_sub32_v2/savitsky_faltinsen_restoring_matrices.csv,a8315ea849fe6256d53a8730523ebdb40ef0a065ed84e72d93b6c09fbf0c795e,begovic2014_monohedral_fn282_sigma1p855694516_diagnostic,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,1.855694516,8.924499998413234,pitch,B35,41.47201712241558,0.26681750777456725,0.22294342410772763,False,external:begovic_fn282_sigma1p855694516_forced_motion_diagnostic_sub32_v2/savitsky_faltinsen_restoring_matrices.csv,a8315ea849fe6256d53a8730523ebdb40ef0a065ed84e72d93b6c09fbf0c795e,begovic2014_monohedral_fn282_sigma1p855694516_diagnostic,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,1.855694516,8.924499998413234,pitch,B55,25.6473442040351,0.3891667324216442,0.19532942724274296,False,external:begovic_fn282_sigma1p855694516_forced_motion_diagnostic_sub32_v2/savitsky_faltinsen_restoring_matrices.csv,a8315ea849fe6256d53a8730523ebdb40ef0a065ed84e72d93b6c09fbf0c795e,begovic2014_monohedral_fn282_sigma1p855694516_diagnostic,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,1.855694516,8.924499998413234,pitch,A35,-11.106044697232226,-0.3436338917310886,0.012126595439029195,False,external:begovic_fn282_sigma1p855694516_forced_motion_diagnostic_sub32_v2/savitsky_faltinsen_restoring_matrices.csv,a8315ea849fe6256d53a8730523ebdb40ef0a065ed84e72d93b6c09fbf0c795e,begovic2014_monohedral_fn282_sigma1p855694516_diagnostic,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,1.855694516,8.924499998413234,pitch,A55,6.272227150919253,0.457712207089531,0.012311628521944451,False,external:begovic_fn282_sigma1p855694516_forced_motion_diagnostic_sub32_v2/savitsky_faltinsen_restoring_matrices.csv,a8315ea849fe6256d53a8730523ebdb40ef0a065ed84e72d93b6c09fbf0c795e,begovic2014_monohedral_fn282_sigma1p855694516_diagnostic,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
