reuse_step,step_factor,source_curvature_energy,source_maximum_turning_angle_deg,normalized_objective,normalized_relative_decrease,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason,outer_shape_dipole_coefficient
1,1.0,13.778178867227492,14.16312075882575,0.8512013223146203,0.1487986776853797,0.0008547876947278029,110243.89292736712,0.996243243955038,0.3509658735166386,13.502429703801525,0.9799865304345947,14.361638315034659,2.4820518525403377,False,displacement_limit,
1,0.5,13.778178867227492,14.16312075882575,0.8877022856337673,0.1122977143662327,0.0008950167312101125,110542.42524436371,0.9989409970551217,0.1754889921401768,13.626399755779806,0.9889840948567807,14.305325223523916,2.492862229285932,True,,2.504145357575199
1,0.25,13.778178867227492,14.16312075882575,0.9340984636576242,0.06590153634237583,0.000907400746285589,110600.9241665116,0.9994696354623928,0.08783913108323732,13.69871494951818,0.9942326254815632,14.245117132142509,2.4982815512247143,True,,
1,0.125,13.778178867227492,14.16312075882575,0.9645722608772558,0.03542773912274422,0.0009120523294468385,110630.1667441105,0.9997338924619885,0.04405081643344047,13.737539068637007,0.9970504230651882,14.206665742125196,2.5009946656823225,True,,
2,1.0,13.626399755779806,14.305325223523916,1.0046371115980581,-0.00463711159805813,0.000815075674152986,110126.63916422133,0.9962386726689854,0.3525192785230453,13.416583827546368,0.9846022476960988,14.446791612305296,2.4707696753970994,False,insufficient_objective_decrease,
2,0.5,13.626399755779806,14.305325223523916,0.9591910188868495,0.040808981113150455,0.0008674976350220306,110243.7483862696,0.9972980778847995,0.17629989194405626,13.50825970873734,0.9913300615599249,14.416230324252133,2.481564564675822,True,,2.492862229285932
2,0.25,13.626399755779806,14.305325223523916,0.968246464429122,0.03175353557087801,0.0008837728882240371,110302.29324196976,0.9978276922431144,0.08824503764870796,13.563920202508001,0.9954148157700053,14.370899528578464,2.4869756531289644,True,,
2,0.125,13.626399755779806,14.305325223523916,0.981889882970953,0.018110117029046968,0.0008898052263477502,110513.30290841829,0.9997365490975357,0.04424073024146695,13.594293402597868,0.9976438124701046,14.340405150914657,2.4896868595607162,True,,
3,1.0,13.50825970873734,14.416230324252133,1.185575288724808,-0.1855752887248081,0.0007563151732355969,109827.37659209842,0.9962231707170389,0.3539495280058556,13.36186600379328,0.989162652473333,14.507136934065995,2.4594885894726866,False,insufficient_objective_decrease,
3,0.5,13.50825970873734,14.416230324252133,1.0492321017082458,-0.04923210170824577,0.0008273355549672335,110126.49800619693,0.9989364439721157,0.17704802734303926,13.422452536258255,0.9936477996182156,14.499082097881578,2.4702711847396364,False,insufficient_objective_decrease,
3,0.25,13.50825970873734,14.416230324252133,1.013492611008891,-0.013492611008891098,0.0008506616540179229,110185.1453239812,0.9994684225979377,0.08863144264856426,13.462103063582607,0.9965830798230154,14.466998018998941,2.4756764016658903,False,insufficient_objective_decrease,
3,0.125,13.50825970873734,14.416230324252133,1.0039485640584598,-0.00394856405845978,0.0008596806313791434,110214.39006372662,0.9997336960503318,0.044440819135152305,13.484354637071776,0.9982303366842954,14.44364959241166,2.4783818950433183,False,insufficient_objective_decrease,
