node_index,normal_displacement
0,-0.00092524929566936
1,-0.0007670117656569629
2,-0.0010115563568638755
3,-0.0017112255312958756
4,-0.0025467130095169974
5,-0.0034277803637887128
6,-0.004538656129171646
7,-0.00573989908419378
8,-0.006563621475197883
9,-0.0069710803333682455
10,-0.007116310184609018
11,-0.007132303664561936
12,-0.007200853365418584
13,-0.007218132385823391
14,-0.00711472333653973
15,-0.007042379748793969
16,-0.00704541473129364
17,-0.00703674296055255
18,-0.0069876521972021535
19,-0.006994588073557677
20,-0.007019564073982692
21,-0.00702117794195157
22,-0.007064393520359213
23,-0.007102037400277051
24,-0.0071578389846647635
25,-0.00723206223011137
26,-0.007301430328674184
27,-0.007412199063470485
28,-0.007501014444183661
29,-0.007621906230181217
30,-0.007762342235084117
31,-0.007874196315750197
32,-0.00805781382841229
33,-0.008200620188351736
34,-0.008368721550417705
35,-0.008596086931626641
36,-0.008729178291659595
37,-0.008983945003616583
38,-0.00927102406100722
39,-0.00948846330102285
40,-0.009815927589860517
41,-0.010073854755146617
42,-0.010364353332971862
43,-0.01073581065984555
44,-0.011025999545466144
45,-0.011400871423065808
46,-0.011725192491213378
47,-0.012054190140826988
48,-0.01252917203207686
49,-0.012919491621501144
50,-0.013372603910857874
51,-0.01388154824372875
52,-0.014367049236738441
53,-0.014906002768087526
54,-0.015372488780219773
55,-0.015942558605342973
56,-0.016537741029455027
57,-0.017092219843497135
58,-0.017800354380883406
59,-0.01838335115435149
60,-0.019021038431370256
61,-0.01979822012921667
62,-0.020503929671525613
63,-0.02142623069543098
64,-0.022302390448278413
65,-0.023176353004331268
66,-0.024252632346211448
67,-0.0251714567470985
68,-0.026313194507243596
69,-0.027489465880033433
70,-0.02854466817586892
71,-0.030073077024382687
72,-0.03138716217215597
73,-0.03254916619264405
74,-0.034141361785365656
75,-0.035542341660803105
76,-0.03707290354781587
77,-0.03883184387457824
78,-0.04038633846645143
79,-0.04233887590303921
80,-0.04414420331203242
