component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,0.5464169576519396,1.0138769576519397,3.188292319660188,0.0712298793952043,0.5386898793952043,1.69399333143146,zero_diagnostic_only,False
resolved_station_bem,1.4,0.5385258894691404,1.0059858894691405,3.1634776398400644,0.09016042858866544,0.5576204285886655,1.7535233603417153,zero_diagnostic_only,False
transom_extrapolation,1.4,-0.42381374228565927,0.04364625771434072,0.1372523827494991,-0.4315104451483986,0.035949554851601395,0.11304891462767734,zero_diagnostic_only,False
pre_chine_bem,1.4,0.4312449750145554,0.8987049750145554,2.826116273630677,0.3672670473218209,0.8347270473218209,2.6249278217667324,zero_diagnostic_only,False
post_chine_bem,1.4,0.0003577742402828411,0.4678177742402828,1.4711250762273045,-0.07786061555381658,0.3895993844461834,1.2251552970005768,zero_diagnostic_only,False
longitudinal_bin_aft_post_chine,1.4,-0.32904189299719955,0.13841810700280044,0.43527706604654226,-0.3473704635186223,0.12008953648137771,0.3776400518282318,zero_diagnostic_only,False
longitudinal_bin_middle_post_chine,1.4,-0.2839860977082322,0.1834739022917678,0.5769619568923515,-0.1149056776869899,0.3525543223130101,1.1086613909214154,zero_diagnostic_only,False
longitudinal_bin_forward_post_chine,1.4,0.12411283629295926,0.5915728362929592,1.8602919380281735,0.1248896194132508,0.5923496194132508,1.8627346522429271,zero_diagnostic_only,False
longitudinal_bin_pre_chine,1.4,0.4312449750145554,0.8987049750145554,2.826116273630677,0.3672670473218209,0.8347270473218209,2.6249278217667324,zero_diagnostic_only,False
bem,1.4,0.5464169576519396,1.0138769576519397,3.188292319660188,0.0712298793952043,0.5386898793952043,1.69399333143146,zero_diagnostic_only,False
front,1.4,0.7699576768294742,1.2374176768294742,3.891250556067529,0.6219042788200282,1.0893642788200282,3.425673832767384,zero_diagnostic_only,False
transom,1.4,nan,nan,nan,nan,nan,nan,zero_diagnostic_only,False
total,1.4,0.615972553289288,1.083432553289288,3.4070206078279495,0.12430517129695225,0.5917651712969523,1.8608967650847557,zero_diagnostic_only,False
