phase_index,sample_count,first_kinematic_rms,last_kinematic_rms,exponential_rate_per_pseudo_time,log_linear_r_squared,relative_change_over_window
0,23,0.0116164685690072,0.0089093393820203,-3.056261671164979,0.9717119976567524,-0.24359821382693903
1,23,0.0115202458721933,0.0088524978713428,-3.04723680220296,0.972322509222308,-0.24296446248839498
2,23,0.0114245577208472,0.008791777226575,-3.044226345163262,0.973109680812934,-0.24274648388641773
3,23,0.0113066263389703,0.0087040262534285,-3.0534770558633357,0.9740333943133168,-0.24337639092796914
