frequency,mode,incident_complex_change,diffraction_complex_change,total_complex_change,fine_amplitude,reference_status,reference_amplitude,candidate_reference_relative_difference
2,heave,1.5550412473978775e-05,0.002882860228611644,0.0004205059101946665,16.732989482468643,EXTRACTED_PENDING_VISUAL_AUDIT,12.877647058823534,0.29938251965086254
2,pitch,0.00014227788628717102,0.01996029146630825,0.001766854036005182,2.089701020667597,EXTRACTED_PENDING_VISUAL_AUDIT,1.8458823529411763,0.13208786970519937
3,heave,3.830998645552364e-05,0.0025192310482991935,0.0005030543898727235,10.372056503742034,EXTRACTED_PENDING_VISUAL_AUDIT,6.875294117647054,0.5085982252191538
3,pitch,8.604463151452922e-05,0.015115952545491454,0.002311099147551463,2.7998755486371802,NO_RESOLVED_BLUE_TRACE,,
4,heave,0.00020157000244976571,0.018890927986129406,0.00642163222392617,3.513945610532273,EXTRACTED_PENDING_VISUAL_AUDIT,1.896470588235292,0.8528869534444389
4,pitch,3.856909293993193e-05,0.012291552544173828,0.0024728381545976296,2.1909196380779425,EXTRACTED_PENDING_VISUAL_AUDIT,1.3941176470588237,0.5715457319546422
