node_index,normal_displacement
0,0.0038898281622260084
1,0.00422181540553733
2,0.004877391980779532
3,0.00508551635884732
4,0.00445280899657414
5,0.0034452107607562447
6,0.0031213112526062093
7,0.003959116454638533
8,0.004442976069287178
9,0.0035196477064776523
10,0.0031732513040023305
11,0.002760113166168143
12,0.002801931107089234
13,0.0034126241609394423
14,0.0022966750574315844
15,0.002728952654619497
16,0.0021742773407841315
17,0.0022531627381681494
18,0.0017569927227384845
19,0.0013899381545142316
20,0.0014480057379408896
21,0.0009201162893984788
22,0.0008455993067717902
23,0.0004171569399991372
24,0.00035138000647444705
25,-7.331329549263598e-06
26,-0.00017259273351733618
27,-0.0004217011912658931
28,-0.0007130461766769085
29,-0.0008502475135321674
30,-0.001164051487030208
31,-0.0013536517766246571
32,-0.0015795400151280459
33,-0.0018332755000486961
34,-0.0020274210237456866
35,-0.0022751338739449936
36,-0.002566902245758574
37,-0.0027306595541271863
38,-0.002634634124949655
39,-0.0025383295042665705
40,-0.0024418866346925926
41,-0.0023453844925494416
42,-0.0022490538677671173
43,-0.0021529557529310363
44,-0.002057425486304344
45,-0.0019623856506285815
46,-0.0018681472253450572
47,-0.0017747134000586217
48,-0.0016823156683876141
49,-0.001591013247881588
50,-0.0015009743753727706
51,-0.0014123704353107911
52,-0.0013253420882679526
53,-0.0012399548374095134
54,-0.0011564727829114956
55,-0.0010748025723735473
56,-0.0009952292259755742
57,-0.0009178648311125889
58,-0.0008427781598359134
59,-0.0007700873086364404
60,-0.0006999279137138798
61,-0.0006323380609354268
62,-0.0005674869788287576
63,-0.0005055007036192974
64,-0.0004463994368437582
65,-0.0003902811527120164
66,-0.00033724778571010054
67,-0.0002874226849983315
68,-0.00024081908013175822
69,-0.00019753582777849387
70,-0.00015757375613949085
71,-0.00012111249718513542
72,-8.80913718820529e-05
73,-5.863831315418965e-05
74,-3.27485373803391e-05
75,-1.0556309722045176e-05
76,8.081775859802673e-06
77,2.2984420591449034e-05
78,3.4214823683319354e-05
79,0.0
80,0.0
