reuse_step,step_factor,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number
1,1.0,80,0.019444997368827568,1.9671012845137204e-05,1.9671012845137204e-05,23783.807691723556
1,1.0,160,0.023271294808983767,7.009073828968332e-07,7.009073828968332e-07,48791.01496442436
1,1.0,320,0.024839984827624534,1.5074342869753957e-06,1.5074342869753957e-06,114977.41852161397
1,0.5,80,0.020156412227155904,5.066590988784625e-06,5.066590988784625e-06,24051.460722298827
1,0.5,160,0.023577597871783318,7.58871939545544e-07,7.58871939545544e-07,48785.860743089564
1,0.5,320,0.024988447973809096,1.542978605037582e-06,1.542978605037582e-06,114959.10964997388
1,0.25,80,0.0207494080655959,1.2503873065412865e-06,1.2503873065412865e-06,23954.226969528132
1,0.25,160,0.02399210328244397,7.129189715628793e-07,7.129189715628793e-07,48783.352892546514
1,0.25,320,0.025335701129490944,1.466431992282161e-06,1.466431992282161e-06,114949.73615092812
1,0.125,80,0.021107370688203512,3.0544055576194697e-07,3.0544055576194697e-07,23907.19835564517
1,0.125,160,0.024266158900642435,6.915246599358518e-07,6.915246599358518e-07,48782.08133653079
1,0.125,320,0.025578978322981574,1.410211788000656e-06,1.410211788000656e-06,114945.1988901188
2,1.0,80,0.019440524117026823,1.8832819295410786e-05,1.8832819295410786e-05,23853.54767800083
2,1.0,160,0.023924024978190732,7.757569000459311e-07,7.757569000459311e-07,48794.898362949076
2,1.0,320,0.02575852832470021,1.61294956628231e-06,1.61294956628231e-06,114995.0435775514
2,0.5,80,0.01950371868562224,4.57534233492055e-06,4.57534233492055e-06,23784.00549767866
2,0.5,160,0.023428664233177552,6.995016739689514e-07,6.995016739689514e-07,48790.887217139985
2,0.5,320,0.025039525500375304,1.5062914365123852e-06,1.5062914365123852e-06,114977.26980217603
2,0.25,80,0.019750810863970743,1.1961435739323303e-06,1.1961435739323303e-06,24055.61010765806
2,0.25,160,0.02341637310178739,7.758593306096652e-07,7.758593306096652e-07,48788.307301565765
2,0.25,320,0.024924484724879063,1.556153488996811e-06,1.556153488996811e-06,114968.41134311126
2,0.125,80,0.01993532051487632,2.9009574444739513e-07,2.9009574444739513e-07,24003.25566906778
2,0.125,160,0.023475471177387283,7.542743099683384e-07,7.542743099683384e-07,48787.0461735979
2,0.125,320,0.024934128512060318,1.5272710487924923e-06,1.5272710487924923e-06,114963.77168570476
3,1.0,80,0.019701952216700774,1.8512092143864053e-05,1.8512092143864053e-05,23927.8521031433
3,1.0,160,0.024586682528768434,8.176093460357208e-07,8.176093460357208e-07,48796.82430496465
3,1.0,320,0.02658558002253415,1.684296376255141e-06,1.684296376255141e-06,115003.63878924832
3,0.5,80,0.019444532917067138,4.458672016489892e-06,4.458672016489892e-06,23770.18137742641
3,0.5,160,0.02369771288969019,6.977521646741542e-07,6.977521646741542e-07,48793.31114355883
3,0.5,320,0.02544217078208269,1.5259951730472164e-06,1.5259951730472164e-06,114986.22498622343
3,0.25,80,0.019520222097648685,1.0709638500071173e-06,1.0709638500071173e-06,23784.0605378871
3,0.25,160,0.02347229032841862,7.005662720652837e-07,7.005662720652837e-07,48790.84484819458
3,0.25,320,0.02509564593370756,1.5081562897397824e-06,1.5081562897397824e-06,114977.22093663468
3,0.125,80,0.019615987373725483,2.910674587796469e-07,2.910674587796469e-07,24047.12743120636
3,0.125,160,0.023422595791327824,7.753625489930953e-07,7.753625489930953e-07,48789.58114077972
3,0.125,320,0.024987387944757807,1.5994877718927605e-06,1.5994877718927605e-06,114972.73441944495
