run,outer_panel_count,pseudo_cfl,root_state_recovery,linear_gradient_recovery,linear_corner_treatment,linear_cusp_velocity_recovery,accepted_steps,added_pseudo_time,root_relative_mismatch,kinematic_rms,kinematic_convergence_integral,root_body_eta,interface_s_lambda,measured_s_lambda,solved_dipole_coefficient,body_vertical_force_coefficient,computed_pressure_peak,computed_peak_eta,regrid_geometry_relative_l2,regrid_maximum_selected_state_change
self_similar_wedge_18deg_n320_jet256_dct128_regrid0_v446,320,0.25,quadratic_root_extrapolation,element,displaced_double_node,connected_average,0,0.0,0.0001718261288903011,0.003376664258954084,0.0009815986876504236,0.4375368248350015,3.9451568806294004,3.945834761664064,7.920907884381681,43.14851825791198,17.542556185575684,0.3626651152081787,1.9747723988741536e-05,0.0004897838484788472
self_similar_wedge_18deg_n640_jet256_dct128_regrid0_v447,640,0.25,quadratic_root_extrapolation,element,displaced_double_node,connected_average,0,0.0,0.00024845672392468927,0.004898238286517082,0.000371659122519423,0.4375368248350015,3.9451568806294004,3.9461370813833305,7.918509267079965,43.14744464007507,17.54186455566582,0.3626651152081787,2.4636922760420533e-05,0.002011357876041845
self_similar_wedge_18deg_n1280_jet256_dct128_regrid0_v448,1280,0.25,quadratic_root_extrapolation,element,displaced_double_node,connected_average,0,0.0,0.00028262478762101977,0.006424038748384147,0.000255457935248641,0.4375368248350015,3.9451568806294004,3.94627187975492,7.916767718278458,43.14703119425445,17.54169371182767,0.3626651152081787,2.588038599567383e-05,0.0035371583379089104
