coarse_panel_count,fine_panel_count,pseudo_time_relative_difference,kinematic_rms_relative_change,kinematic_convergence_integral_relative_change,root_body_eta_relative_change,interface_s_lambda_relative_change,measured_s_lambda_relative_change,solved_dipole_coefficient_relative_change,body_vertical_force_coefficient_relative_change,computed_pressure_peak_relative_change,computed_peak_eta_relative_change,matched_pseudo_time_trajectory_available,free_surface_eta_relative_l2,body_pressure_curve_relative_l2,full_body_pressure_curve_relative_l2,shallow_jet_pressure_curve_relative_l2_diagnostic
320,640,0.0,0.31063699611170226,0.6213736558582464,0.0,0.0,7.66115603770821e-05,0.00030282100697652466,2.488191669737719e-05,3.942583410001576e-05,0.0,False,0.010993553752745796,6.195355175647423e-05,7.240405032931429e-05,0.004000489622153068
640,1280,0.0,0.2375142058803511,0.3126552806858905,0.0,0.0,3.4158409683048364e-05,0.0002199339222531047,9.582162375278261e-06,9.739206320393305e-06,0.0,False,0.0036766519703959897,1.741954050476686e-05,2.29752608132826e-05,0.001781317631777473
