,surge,sway,heave,roll,pitch,yaw
surge,4.01679557343738,0.0,0.0,0.0,0.0,0.0
sway,0.0,239.16567880660668,0.0,0.0,0.0,106.05580996786226
heave,0.0,0.0,20494.690175780586,0.0,4707.648846513304,0.0
roll,0.0,0.0,0.0,448.31090849593204,0.0,0.0
pitch,0.0,0.0,7376.228178316618,0.0,190549.67505393326,0.0
yaw,0.0,106.05580996786226,0.0,0.0,0.0,1582.13967537916
