wave_period_s,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,radiation_model,excitation_model,matrix_status,surge_excitation_abs_per_m,surge_excitation_phase_rad,sway_excitation_abs_per_m,sway_excitation_phase_rad,heave_excitation_abs_per_m,heave_excitation_phase_rad,roll_excitation_abs_per_m,roll_excitation_phase_rad,pitch_excitation_abs_per_m,pitch_excitation_phase_rad,yaw_excitation_abs_per_m,yaw_excitation_phase_rad,surge_rao_abs_per_m,surge_phase_rad,sway_rao_abs_per_m,sway_phase_rad,heave_rao_abs_per_m,heave_phase_rad,roll_rao_abs_per_m,roll_phase_rad,pitch_rao_abs_per_m,pitch_phase_rad,yaw_rao_abs_per_m,yaw_phase_rad
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_damping_forward,section_bem_incident_diffraction_experimental,diagnostic_pressure_transfer_added_pdstrip_style_damping_forward_speed_assembly_not_validated,1719.1083965473995,-1.6418527393677438,1.147627825645131e-12,-1.1926992856548102,2710.1153496811257,0.8365099142634139,5.375414552692945e-13,-1.7367935681085238,8045.781648811758,-2.6420768541212047,9.097297696046331e-13,1.3740804093949794,0.0032671959134430483,1.5013085403864477,1.0422351308683936e-18,1.9780187531319091,0.0028299242185813958,-2.356093931795683,3.940669188670666e-19,1.4723817957849858,0.0012070458045846109,0.6393896892980996,1.2998312304902583e-19,-1.6085877005071576
