station_index,x_m,waterplane_beam_m,draft_m,omega_rad_s,response_mode,excitation_mode,complex_force_real_per_m,complex_force_imag_per_m,added_mass_per_m,damping_per_m,reciprocal_added_gap_per_m,reciprocal_damping_gap_per_m,condition_number,residual_norm,body_panel_count,free_surface_panel_count,status
0,0.0,1.6484864516727733,0.3,1.0,sway,sway,24.462737807530957,-0.0045036862309026085,24.462737807530957,0.0045036862309026085,0.0,0.0,8.13880214941967,2.0694741669798648e-16,8,8,experimental_multimode_2d_free_surface_source_panel_not_validated
0,0.0,1.6484864516727733,0.3,1.0,sway,heave,1.865174681370263e-14,-2.498001805406602e-16,1.865174681370263e-14,2.498001805406602e-16,5.329070518200751e-15,-1.0711917464156784e-16,8.13880214941967,2.9546285568286334e-16,8,8,experimental_multimode_2d_free_surface_source_panel_not_validated
0,0.0,1.6484864516727733,0.3,1.0,sway,roll,27.59916915456413,-0.006445148765365275,27.59916915456413,0.006445148765365275,0.1764157526637007,0.000196528484401594,8.13880214941967,3.312516643593184e-16,8,8,experimental_multimode_2d_free_surface_source_panel_not_validated
0,0.0,1.6484864516727733,0.3,1.0,heave,sway,1.3322676295501878e-14,-3.5691935518222806e-16,1.3322676295501878e-14,3.5691935518222806e-16,-5.329070518200751e-15,1.0711917464156784e-16,8.13880214941967,2.0694741669798648e-16,8,8,experimental_multimode_2d_free_surface_source_panel_not_validated
0,0.0,1.6484864516727733,0.3,1.0,heave,heave,179.86427010488893,-2.6465268242624944,179.86427010488893,2.6465268242624944,0.0,0.0,8.13880214941967,2.9546285568286334e-16,8,8,experimental_multimode_2d_free_surface_source_panel_not_validated
0,0.0,1.6484864516727733,0.3,1.0,heave,roll,3.907985046680551e-14,-7.450637329320386e-16,3.907985046680551e-14,7.450637329320386e-16,-7.105427357601002e-15,1.3444106938820255e-16,8.13880214941967,3.312516643593184e-16,8,8,experimental_multimode_2d_free_surface_source_panel_not_validated
0,0.0,1.6484864516727733,0.3,1.0,roll,sway,27.42275340190043,-0.006248620280963681,27.42275340190043,0.006248620280963681,-0.1764157526637007,-0.000196528484401594,8.13880214941967,2.0694741669798648e-16,8,8,experimental_multimode_2d_free_surface_source_panel_not_validated
0,0.0,1.6484864516727733,0.3,1.0,roll,heave,4.618527782440651e-14,-6.106226635438361e-16,4.618527782440651e-14,6.106226635438361e-16,7.105427357601002e-15,-1.3444106938820255e-16,8.13880214941967,2.9546285568286334e-16,8,8,experimental_multimode_2d_free_surface_source_panel_not_validated
0,0.0,1.6484864516727733,0.3,1.0,roll,roll,37.38154864697033,-0.008942768947925506,37.38154864697033,0.008942768947925506,0.0,0.0,8.13880214941967,3.312516643593184e-16,8,8,experimental_multimode_2d_free_surface_source_panel_not_validated
1,2.2,1.8682846452291433,0.34,1.0,sway,sway,31.65358627273144,-0.0065311846591931755,31.65358627273144,0.0065311846591931755,0.0,0.0,8.393687099849334,2.8113010671912905e-16,8,8,experimental_multimode_2d_free_surface_source_panel_not_validated
1,2.2,1.8682846452291433,0.34,1.0,sway,heave,3.552713678800501e-15,-2.220446049250313e-16,3.552713678800501e-15,2.220446049250313e-16,-1.1546319456101628e-14,2.2985086056692694e-16,8.393687099849334,2.401459046999243e-16,8,8,experimental_multimode_2d_free_surface_source_panel_not_validated
1,2.2,1.8682846452291433,0.34,1.0,sway,roll,40.4649669374369,-0.010592942271155628,40.4649669374369,0.010592942271155628,0.2588173097491975,0.00032382151083436284,8.393687099849334,2.3561308412572906e-16,8,8,experimental_multimode_2d_free_surface_source_panel_not_validated
1,2.2,1.8682846452291433,0.34,1.0,heave,sway,1.509903313490213e-14,7.806255641895632e-18,1.509903313490213e-14,-7.806255641895632e-18,1.1546319456101628e-14,-2.2985086056692694e-16,8.393687099849334,2.8113010671912905e-16,8,8,experimental_multimode_2d_free_surface_source_panel_not_validated
1,2.2,1.8682846452291433,0.34,1.0,heave,heave,171.11520428247627,-4.795728477504514,171.11520428247627,4.795728477504514,0.0,0.0,8.393687099849334,2.401459046999243e-16,8,8,experimental_multimode_2d_free_surface_source_panel_not_validated
1,2.2,1.8682846452291433,0.34,1.0,heave,roll,1.0658141036401503e-14,-3.0010716134398763e-16,1.0658141036401503e-14,3.0010716134398763e-16,5.329070518200751e-15,-3.2959746043559335e-17,8.393687099849334,2.3561308412572906e-16,8,8,experimental_multimode_2d_free_surface_source_panel_not_validated
