reuse_step,step_factor,source_objective,source_curvature_energy,source_maximum_turning_angle_deg,candidate_objective,relative_decrease,maximum_displacement_ratio,condition_number,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason,outer_shape_dipole_coefficient
1,1.0,0.05701267785235074,21.327387541052186,15.756569254412199,0.048311306211413246,0.15262169694031874,0.25017819233229227,94371.63595542837,0.0017854437263296386,21.31444463878646,0.9993931323168009,15.755408426658695,False,displacement_limit,
1,0.5,0.05701267785235074,21.327387541052186,15.756569254412199,0.05256253892297042,0.07805525186705178,0.12508912254516766,94391.46758707712,0.0018715944188827684,21.32091434943459,0.9996964845504338,15.756091513167483,True,,7.7939746793673335
1,0.25,0.05701267785235074,21.327387541052186,15.756569254412199,0.05476271639653688,0.03946423042328804,0.06254456656547619,94401.3828305447,0.0019146613358152799,21.32415052401216,0.9998482225244985,15.75643132155125,True,,
2,1.0,0.05256253892297042,21.32091434943459,15.756091513167483,0.04425926888309806,0.157969348703659,0.2501776749550706,94351.80388123757,0.001699192990776885,21.30798162643622,0.9993934254982496,15.75474101461233,False,displacement_limit,
2,0.5,0.05256253892297042,21.32091434943459,15.756091513167483,0.04831171259723762,0.08087178459857734,0.1250888676820939,94371.63705106087,0.0017853703504738655,21.314446253342545,0.9996966313927237,15.755425274137833,True,,7.792445154823046
2,0.25,0.05256253892297042,21.32091434943459,15.756091513167483,0.05041248138503389,0.040904750455213135,0.062544440059299,94381.55306484041,0.0018284505906279193,21.317679887023505,0.9998482962616858,15.755765667095794,True,,
3,1.0,0.04831171259723762,21.314446253342545,15.755425274137833,0.0404059642644898,0.16364040742368252,0.2501771162642337,94344.46593292424,0.001613783073301993,21.301523546814177,0.9993937113648288,15.754071253253667,False,displacement_limit,
3,0.5,0.04831171259723762,21.314446253342545,15.755425274137833,0.04425970125771245,0.08387223556543637,0.12508859220284044,94351.80502881252,0.001699110428145941,21.30798316082407,0.9996967740826266,15.754756895095825,True,,7.7907252079757034
3,0.25,0.04831171259723762,21.314446253342545,15.755425274137833,0.04626108204936871,0.04244582602493291,0.06254430328597078,94361.72181182107,0.0017422039735313533,21.311214289089875,0.9998483674305091,15.755097977227278,True,,
4,1.0,0.04425970125771245,21.30798316082407,15.754756895095825,0.036751398228332566,0.1696419726301593,0.25017654352727725,94324.51285286719,0.001527460161372693,21.295070481070557,0.9993939980308764,15.753400086787705,False,displacement_limit,
