iteration,residual_mode,shape_mode,value,finite_difference_step,root_defect_derivative,source_signed_root_defect,jacobian_condition_number
1,0,0,-0.1713396633195269,0.00021038544190369923,0.419407433775742,1.6962575976325358e-05,2365.0160967838438
1,0,1,-0.24005266609075884,0.00014880038082931728,0.5773407359803635,1.6962575976325358e-05,2365.0160967838438
1,0,2,-0.23355595815689673,0.0001489066789403357,0.5310082058560913,1.6962575976325358e-05,2365.0160967838438
1,0,3,-0.22377100385859192,0.00014908408788397322,0.45751693370845786,1.6962575976325358e-05,2365.0160967838438
1,0,4,-0.212114709893756,0.00014933297703101622,0.3618935226178709,1.6962575976325358e-05,2365.0160967838438
1,0,5,-0.2002017799419838,0.00014965386597741196,0.249946185309382,1.6962575976325358e-05,2365.0160967838438
1,0,6,-0.18968799662033595,0.0001500474270471355,0.12774079422887083,1.6962575976325358e-05,2365.0160967838438
1,0,7,-0.18217989560549558,0.00015051448854777345,0.0012701374571953616,1.6962575976325358e-05,2365.0160967838438
1,0,8,-0.1791852205284157,0.00015105603880772637,-0.12376012064453888,1.6962575976325358e-05,2365.0160967838438
1,0,9,-0.18204211283608177,0.0001516732310312156,-0.24219763151354365,1.6962575976325358e-05,2365.0160967838438
1,0,10,-0.1918926038274665,0.0001523673890150466,-0.3495854424632264,1.6962575976325358e-05,2365.0160967838438
1,0,11,-0.20962010292075456,0.0001531400137794954,-0.44238119342189614,1.6962575976325358e-05,2365.0160967838438
1,0,12,-0.235860415455742,0.0001539927911748718,-0.5179788143193695,1.6962575976325358e-05,2365.0160967838438
1,0,13,-0.2709536574548683,0.00015492760053544731,-0.5748512841648176,1.6962575976325358e-05,2365.0160967838438
1,0,14,-0.3149975253138881,0.00015594652446363554,-0.6124358954886999,1.6962575976325358e-05,2365.0160967838438
1,0,15,-0.3678091516484963,0.00015705185983983747,-0.6312054155889599,1.6962575976325358e-05,2365.0160967838438
1,0,16,-0.4290168774816193,0.0001582461301673947,-0.6324308034896677,1.6962575976325358e-05,2365.0160967838438
1,0,17,-0.4980224195861536,0.00015953209937790628,-0.6182062264280951,1.6962575976325358e-05,2365.0160967838438
1,0,18,-0.574124061819265,0.00016091278724009606,-0.5911196437110334,1.6962575976325358e-05,2365.0160967838438
1,0,19,-0.6564674363835438,0.00016239148653575514,-0.5542695585420082,1.6962575976325358e-05,2365.0160967838438
1,0,20,-0.7441925243897581,0.00016397178218954933,-0.5108806536936921,1.6962575976325358e-05,2365.0160967838438
1,0,21,-0.8363612135882262,0.00016565757256606714,-0.4643541048086501,1.6962575976325358e-05,2365.0160967838438
1,0,22,-0.9321221755029432,0.00016745309317808837,-0.4178622512455861,1.6962575976325358e-05,2365.0160967838438
1,0,23,-1.0306047001383276,0.00016936294308526385,-0.3744704452626118,1.6962575976325358e-05,2365.0160967838438
1,0,24,-1.131098956420353,0.0001713921143031794,-0.3367322613251142,1.6962575976325358e-05,2365.0160967838438
1,0,25,-1.2329076208957603,0.00017354602459000457,-0.30691258105501623,1.6962575976325358e-05,2365.0160967838438
1,0,26,-1.3355437343012804,0.00017583055403291352,-0.2865862673130166,1.6962575976325358e-05,2365.0160967838438
1,0,27,-1.438532971808921,0.00017825208592058459,-0.2769848644169655,1.6962575976325358e-05,2365.0160967838438
1,0,28,-1.541637471976454,0.00018081755246314373,-0.27857793122024543,1.6962575976325358e-05,2365.0160967838438
1,0,29,-1.6446012718662988,0.000183534486008993,-0.2915639587572483,1.6962575976325358e-05,2365.0160967838438
1,0,30,-1.7474191141707083,0.0001864110765117092,-0.31537618712845217,1.6962575976325358e-05,2365.0160967838438
1,0,31,-1.850009929440149,0.00018945623612270725,-0.34935911041083423,1.6962575976325358e-05,2365.0160967838438
1,0,32,-1.9525599725148448,0.00019267967193056847,-0.3921045924384211,1.6962575976325358e-05,2365.0160967838438
1,0,33,-2.0550199463347,0.00019609196804062115,-0.44261694943776253,1.6962575976325358e-05,2365.0160967838438
1,0,34,-2.1577883407995975,0.0001997046783943771,-0.49871480432343723,1.6962575976325358e-05,2365.0160967838438
1,0,35,-2.26070859793062,0.00020353043197519848,-0.5595801970784311,1.6962575976325358e-05,2365.0160967838438
1,0,36,-2.3642968998799234,0.00020758305234319261,-0.6226469939556559,1.6962575976325358e-05,2365.0160967838438
1,0,37,-2.468326411615247,0.00020804384998648445,-0.6874325359260974,1.6962575976325358e-05,2365.0160967838438
1,0,38,-2.573316007576436,0.0002052980347983904,-0.751440442745334,1.6962575976325358e-05,2365.0160967838438
