step_factor,normalized_objective,normalized_relative_decrease,predicted_normalized_objective,trust_ratio,maximum_grid_objective_ratio,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,feasibility_repair,accepted,rejection_reason
1.0,0.9887377566295659,0.011262243370434133,0.9860860506159942,0.8094210392471435,0.9887377566295661,0.0009192345960168923,253414.77169609946,1.0000592021726717,0.1339993220029697,23.877942103139958,1.0036566959759845,5.91441585781604,7.888611522081314,False,True,
0.75,0.989723861181848,0.010276138818152036,0.98787326926682,0.8473956455580736,0.9897238611818481,0.0006901906462505739,253409.6659817804,1.0000390533212284,0.10052438389901105,23.855826604167614,1.0027271196945544,5.913442714243324,7.887635121821528,False,True,
