stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,320,0.005021421186146233,-1.111210211483988e-12,1.111210211483988e-12,253399.7698791681,7.884233545505649
candidate_factor_1,320,0.004964868718682401,-0.0009192345960168923,0.0009192345960168923,253414.77169609946,7.888611522081314
candidate_factor_0.75,320,0.004969820364972985,-0.0006901906462505739,0.0006901906462505739,253409.6659817804,7.887635121821528
