component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.855694516,-0.04942134434236835,0.6475786556576308,1.5273081501359218,False
front,1.855694516,0.6105986345708008,1.3075986345708,3.0839590437990565,False
longitudinal_bin_aft_post_chine,1.855694516,-0.5467310914970448,0.15026890850295438,0.3544078030730056,False
longitudinal_bin_forward_post_chine,1.855694516,0.034479707062696,0.7314797070626952,1.725187988355413,False
longitudinal_bin_middle_post_chine,1.855694516,-0.25276321473966706,0.4442367852603321,1.047728267123425,False
longitudinal_bin_pre_chine,1.855694516,0.3305977444768374,1.0275977444768365,2.4235795860302747,False
post_chine_bem,1.855694516,-0.201110794083896,0.4958892059161032,1.1695500139530737,False
pre_chine_bem,1.855694516,0.3305977444768374,1.0275977444768365,2.4235795860302747,False
raw_bem,1.855694516,-0.04942134434236835,0.6475786556576308,1.5273081501359218,False
resolved_station_bem,1.855694516,-0.02585325596746881,0.6711467440325304,1.582893264227666,False
total,1.855694516,0.03471796150802144,0.7317179615080206,1.7257499092170299,False
transom,1.855694516,nan,nan,nan,False
transom_extrapolation,1.855694516,-0.6520183133309301,0.0449816866690691,0.10608888365346486,False
