smoothing_enabled,substeps_per_plane_interval,time_step_s,body_panels_per_side,free_surface_panels_per_side,uniform_near_body_panel_count,free_surface_smoothing_node_count,knuckle_separation_model,pressure_interpolation,jet_cut_distance_fraction,jet_cut_threshold_over_beam,separation_event_count,first_separation_from_leading_over_beam,raw_vertical_force_coefficient,stern_corrected_vertical_force_coefficient,max_potential_bvp_relative_residual,max_pressure_bvp_relative_residual,max_contact_constraint_abs_m,maximum_jet_cut_count,runtime_s,response_calibration_used,raw_vertical_force_coefficient_change_from_previous_percent,stern_corrected_vertical_force_coefficient_change_from_previous_percent
False,32,0.0007775962305832998,20,25,6,7,artificial_surface,constant_panel,0.25,,1,1.5968249904185325,0.07879920909632701,0.06080230299821796,1.6359767865892177e-15,2.3774913842632836e-15,0.0,92,80.62053230032325,False,,
