stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,320,0.0010803324587565254,-0.0009506829094325613,0.0009506829094325613,189386.4515222822,7.579100168469456
source,640,0.0004618322965868801,-0.0008748023777876013,0.0008748023777876013,423816.040328229,7.576767741472515
source,1280,0.00035222239645033254,-0.0008405509144914152,0.0008405509144914152,1018208.8218903074,7.575162100181191
candidate_factor_1,320,0.001078585386045454,-0.0009516854319567016,0.0009516854319567016,189383.233404985,7.57841592219635
candidate_factor_1,640,0.0004611678775274722,-0.000875563052858309,0.000875563052858309,423808.05064341286,7.576192541973257
candidate_factor_1,1280,0.0003521277376724588,-0.0008412886392111615,0.0008412886392111615,1018190.6926869048,7.57458715881024
candidate_factor_0.75,320,0.0010788278727756342,-0.0009513550682500656,0.0009513550682500656,189384.03784591684,7.578559820585846
candidate_factor_0.75,640,0.00046113154100555225,-0.000875269981647523,0.000875269981647523,423810.0478999643,7.576336355615709
candidate_factor_0.75,1280,0.0003519464272277326,-0.0008410012012430624,0.0008410012012430624,1018195.2251582394,7.574730909315191
candidate_factor_0.5,320,0.0010792004538200776,-0.0009510676528744175,0.0009510676528744175,189384.84236897022,7.5787037097817365
candidate_factor_0.5,640,0.00046123025120017625,-0.0008750199517958947,0.0008750199517958947,423812.045103126,7.576480160806292
candidate_factor_0.5,1280,0.0003519019190437988,-0.0008407568357803879,0.0008407568357803879,1018199.7572950275,7.574874649036398
candidate_factor_0.25,320,0.0010797031363418857,-0.0009508232035914029,0.0009508232035914029,189385.64697258428,7.57884758955474
candidate_factor_0.25,640,0.00046146402255687127,-0.0008748129802683298,0.0008748129802683298,423814.04226418765,7.576623955955677
candidate_factor_0.25,1280,0.0003519942270186231,-0.0008405555845396005,0.0008405555845396005,1018204.2890221308,7.575018377964292
candidate_factor_0.125,320,0.001080003268791019,-0.0009507170979699768,0.0009507170979699768,189386.04930402013,7.578919526166608
candidate_factor_0.125,640,0.00046163155831112205,-0.0008747256463699939,0.0008747256463699939,423815.0407968591,7.576695849966324
candidate_factor_0.125,1280,0.0003520916822935709,-0.0008404711344851903,0.0008404711344851903,1018206.5546774138,7.575090241929807
