scope,metric,eligible_point_count,median_relative_error,nrmse,median_limit,nrmse_limit,status
zarnick_full,heave_motion,7,0.42270869522252386,0.3572835820152634,0.15,0.2,FAIL
zarnick_full,pitch_motion,7,0.2482238604653089,0.339122817779455,0.15,0.2,FAIL
