coarse_case,fine_case,coefficient,coarse_value,fine_value,absolute_change,relative_change,relative_limit,strict_relative_status,change_over_digitization_uncertainty,absolute_change_within_digitization_uncertainty
sub8,sub16,A33,0.9754400209813144,1.003969862005643,0.02852984102432854,0.028417029339241444,0.05,PASS,0.7655507350842358,True
sub8,sub16,A53,-9.017384615005583e-05,-0.009348422485352371,0.009258248639202316,0.990354110943173,0.05,FAIL,0.24842967212085157,True
sub8,sub16,B33,2.096662366980895,2.155237941051985,0.05857557407109004,0.027178240024161297,0.05,PASS,0.5235191927368481,True
sub8,sub16,B53,0.8324206929426765,0.8938505366946479,0.06142984375197136,0.06872496153454419,0.05,FAIL,0.5490292279842148,True
sub16,sub32,A33,1.003969862005643,0.9822469124056796,0.021722949599963348,0.022115569237840995,0.05,PASS,0.5828991483082104,True
sub16,sub32,A53,-0.009348422485352371,-0.05812723747904555,0.04877881499369318,0.8391731158955832,0.05,FAIL,1.3088982039232597,False
sub16,sub32,B33,2.155237941051985,2.196461951814097,0.04122401076211224,0.018768370072636403,0.05,PASS,0.36843959581793856,True
sub16,sub32,B53,0.8938505366946479,0.9122167587551473,0.018366222060499426,0.020133616143560892,0.05,PASS,0.16414810950156553,True
