component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,0.532297491728161,0.999757491728161,3.1438914834218896,0.09227223273331822,0.5597322327333182,1.760164253878359,zero_diagnostic_only,False
resolved_station_bem,1.4,0.7458477602325002,1.2133077602325002,3.8154332082783022,0.09905638334264251,0.5665163833426425,1.7814980608259199,zero_diagnostic_only,False
transom_extrapolation,1.4,-0.4024826681890969,0.0649773318109031,0.20433123210975815,-0.4348094474980335,0.03265055250196647,0.10267469340241027,zero_diagnostic_only,False
pre_chine_bem,1.4,0.4130475606699107,0.8805075606699106,2.7688917002198448,0.3394333004239341,0.806893300423934,2.5374003157985348,zero_diagnostic_only,False
post_chine_bem,1.4,-0.020325948191541408,0.44713405180845855,1.4060819239259703,-0.022147460250959396,0.4453125397490406,1.4003538985818886,zero_diagnostic_only,False
longitudinal_bin_aft_post_chine,1.4,-0.34052935092262954,0.12693064907737045,0.39915298452003284,-0.334375909029584,0.133084090970416,0.41850343072457863,zero_diagnostic_only,False
longitudinal_bin_middle_post_chine,1.4,-0.0782958448694931,0.3891641551305069,1.2237866513537952,-0.10824843208424123,0.35921156791575876,1.1295961255212539,zero_diagnostic_only,False
longitudinal_bin_forward_post_chine,1.4,0.05416813036518802,0.521628130365188,1.6403400325949307,0.12489852559199845,0.5923585255919984,1.8627626590943347,zero_diagnostic_only,False
longitudinal_bin_pre_chine,1.4,0.4130475606699107,0.8805075606699106,2.7688917002198448,0.3394333004239341,0.806893300423934,2.5374003157985348,zero_diagnostic_only,False
bem,1.4,0.532297491728161,0.999757491728161,3.1438914834218896,0.09227223273331822,0.5597322327333182,1.760164253878359,zero_diagnostic_only,False
front,1.4,-3.2793142601506613,-2.8118542601506613,-8.842308994184469,0.5210103736753127,0.9884703736753127,3.108397401494694,zero_diagnostic_only,False
transom,1.4,nan,nan,nan,nan,nan,nan,zero_diagnostic_only,False
total,1.4,0.6810890649928886,1.1485490649928884,3.611789512556253,0.1855014444541333,0.6529614444541333,2.0533378756419287,zero_diagnostic_only,False
