iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,kinematic_convergence_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.45145491457271963,2.533547852237942,0.012746762310077176,1.7505609321134281,2.5874170405416628,0.47805025982038213,0.2910085144536929,0.6954193902004229,28500.0083207162,,,0.7611340717507034,0.7686174396795195,,,,,,,,240.0,120.0,408.0,3.2575601145552485e-05,0.00705792225473995
1,0.0011547794119517694,0.4473984195080606,2.536653714918522,0.01248391035655828,1.7722119012419613,2.5825425206847434,0.45724251082779926,0.29260579261715347,0.6807754692660583,27683.838035222085,0.0011547794119517694,0.19828407161420666,0.7550559419995722,0.7623467578819788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,120.0,408.0,3.4673059102290985e-05,0.007586529326746009
2,0.0023063395179172283,0.4435688668561034,2.539721157815974,0.012246268682373544,1.7926608053593531,2.5779376934907217,0.43805101655801165,0.2941906295935841,0.6678913110543965,25564.347998092082,0.0011515601059654589,0.1983545729600723,0.7491400688386682,0.7561850655042919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,120.0,408.0,7.271633227226609e-07,0.0001603508363682133
3,0.003460969070588944,0.4398456059765836,2.542767972122617,0.012031126597531978,1.8120545900446752,2.57334841773761,0.420127424347721,0.29577253881557497,0.6562137149005901,25572.59118944237,0.0011546295526717156,0.19838494715762076,0.7432594714813019,0.7500441267019556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,120.0,408.0,8.275881925365866e-06,0.0018421470409670207
4,0.004618814378380484,0.43585594739937344,2.5457961260549236,0.011837318666271492,1.830473355568507,2.568786215036655,0.40334531897015413,0.297352266743254,0.6456925353494334,25580.491401354153,0.0011578453077915397,0.1984117869405616,0.7374095200755646,0.7439226187872756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,120.0,408.0,1.562656631409267e-05,0.0035044270543848526
5,0.005779879095610156,0.4318553990569692,2.5488062549914683,0.01166383944499568,1.847985965207416,2.564255873995342,0.3875948856070088,0.29893031076455334,0.6362743743826502,25588.124027716276,0.0011610647172296722,0.19843596361170235,0.7315860703575596,0.7378190907177204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,120.0,408.0,2.2814511938557337e-05,0.005150043732071629
6,0.00694417177434608,0.4279625374328804,2.5517989311712035,0.011509792866023851,1.8646561006387146,2.559761644511986,0.37277948659550236,0.3005071229627383,0.6279115268047873,25595.554728848336,0.0011642926787359244,0.1984578378716406,0.7257850669369258,0.7317324136452628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,120.0,408.0,2.987226170577569e-05,0.006781230365763195
7,0.008111709423073977,0.4240014155446338,2.554774678873637,0.011374377017662014,1.8805430824876055,2.5553070429352753,0.358813348511582,0.30208311657335307,0.6205613720948114,25602.850472151033,0.0011675376487278962,0.19847768489119583,0.7200026501358416,0.7256618124602543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,120.0,408.0,3.6832695150536305e-05,0.008400299492541815
8,0.009282516056814384,0.4200473171662723,2.5577376206932656,0.011256871841997215,1.8957023704811213,2.5508947602646215,0.34561986100023445,0.30365866639541994,0.6141856838735278,44902.13997529252,0.001170806633740407,0.19849573694968825,0.7142358517573029,0.7196074660886818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,121.0,410.0,3.694446434866023e-06,0.0008454697139702593
9,0.010456621148960798,0.41617906542700095,2.5606817861271396,0.01115662775473513,1.910185987339605,2.5465259084854686,0.33312982367341126,0.3052341092494202,0.6087499935758666,38935.14421420929,0.0011741050921464146,0.19851211830043566,0.7084803837065986,0.713568195140635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,121.0,410.0,1.0665176477524189e-05,0.002447519573210342
