residual_row,shape_mode,value,finite_difference_step,jacobian_condition_number
0,0,-4.440135712986288,2.411384711742434e-05,173.32749624515895
0,1,-9.486122889978782,1.1161278680076696e-05,173.32749624515895
0,2,-13.552198243928546,7.660799403782387e-06,173.32749624515895
0,3,-16.07458313970254,6.272855005335544e-06,173.32749624515895
0,4,-17.359503231706213,5.588853083898662e-06,173.32749624515895
0,5,-17.817880468066274,5.199736876627242e-06,173.32749624515895
0,6,-17.78318952154056,4.954587052616074e-06,173.32749624515895
0,7,-17.516140552017536,4.78793723440923e-06,173.32749624515895
0,8,-17.227690048715136,4.667827674978937e-06,173.32749624515895
0,9,-17.09434077958847,4.577181163380964e-06,173.32749624515895
0,10,-17.263328410040728,4.5061986349987925e-06,173.32749624515895
0,11,-17.8551448950354,4.448924065585126e-06,173.32749624515895
0,12,-18.327829361597992,4.401561609478388e-06,173.32749624515895
0,13,-20.298611719538105,4.361594317186576e-06,173.32749624515895
0,14,-22.733931294977996,4.327296154794864e-06,173.32749624515895
0,15,-26.11281905945533,4.297448734020103e-06,173.32749624515895
1,0,-0.7964172054300757,2.411384711742434e-05,173.32749624515895
1,1,-1.6737162660353928,1.1161278680076696e-05,173.32749624515895
1,2,-2.3169179100877497,7.660799403782387e-06,173.32749624515895
1,3,-2.6019657354370045,6.272855005335544e-06,173.32749624515895
1,4,-2.567234099690358,5.588853083898662e-06,173.32749624515895
1,5,-2.272946604665454,5.199736876627242e-06,173.32749624515895
1,6,-1.7674600262819762,4.954587052616074e-06,173.32749624515895
1,7,-1.0876838115793008,4.78793723440923e-06,173.32749624515895
1,8,-0.2630230676375625,4.667827674978937e-06,173.32749624515895
1,9,0.6820963998009967,4.577181163380964e-06,173.32749624515895
1,10,1.7273525509648322,4.5061986349987925e-06,173.32749624515895
1,11,2.8561995647850735,4.448924065585126e-06,173.32749624515895
1,12,4.3225395739254475,4.401561609478388e-06,173.32749624515895
1,13,5.466636763327071,4.361594317186576e-06,173.32749624515895
1,14,6.734114678810116,4.327296154794864e-06,173.32749624515895
1,15,7.929117638049635,4.297448734020103e-06,173.32749624515895
2,0,-3.132295448019957,2.411384711742434e-05,173.32749624515895
2,1,-6.738006643295511,1.1161278680076696e-05,173.32749624515895
2,2,-9.749035832135958,7.660799403782387e-06,173.32749624515895
2,3,-11.805887292476486,6.272855005335544e-06,173.32749624515895
2,4,-13.152615175235947,5.588853083898662e-06,173.32749624515895
2,5,-14.102440556135168,5.199736876627242e-06,173.32749624515895
2,6,-14.910806089297475,4.954587052616074e-06,173.32749624515895
2,7,-15.779225516682322,4.78793723440923e-06,173.32749624515895
2,8,-16.871692186415316,4.667827674978937e-06,173.32749624515895
2,9,-18.325658716800408,4.577181163380964e-06,173.32749624515895
2,10,-20.255686078717197,4.5061986349987925e-06,173.32749624515895
2,11,-22.755317452570456,4.448924065585126e-06,173.32749624515895
2,12,-25.740253462587727,4.401561609478388e-06,173.32749624515895
2,13,-29.64319287230301,4.361594317186576e-06,173.32749624515895
2,14,-34.230206630926666,4.327296154794864e-06,173.32749624515895
2,15,-39.62663532986969,4.297448734020103e-06,173.32749624515895
3,0,0.001679137984268159,2.411384711742434e-05,173.32749624515895
3,1,0.029123882403117807,1.1161278680076696e-05,173.32749624515895
3,2,0.1100266841949422,7.660799403782387e-06,173.32749624515895
3,3,0.2654820475735747,6.272855005335544e-06,173.32749624515895
3,4,0.5107202097178178,5.588853083898662e-06,173.32749624515895
3,5,0.8577017931515355,5.199736876627242e-06,173.32749624515895
3,6,1.3160125751961034,4.954587052616074e-06,173.32749624515895
3,7,1.8932804030326842,4.78793723440923e-06,173.32749624515895
3,8,2.595496069391535,4.667827674978937e-06,173.32749624515895
3,9,3.4272281409114913,4.577181163380964e-06,173.32749624515895
3,10,4.391817580938863,4.5061986349987925e-06,173.32749624515895
3,11,5.491498286930026,4.448924065585126e-06,173.32749624515895
3,12,6.739350839760708,4.401561609478388e-06,173.32749624515895
3,13,8.106741254744115,4.361594317186576e-06,173.32749624515895
3,14,9.613156035270077,4.327296154794864e-06,173.32749624515895
3,15,11.248618447214108,4.297448734020103e-06,173.32749624515895
4,0,-3.2091920452661697,2.411384711742434e-05,173.32749624515895
4,1,-6.942494803093356,1.1161278680076696e-05,173.32749624515895
4,2,-10.148942107030281,7.660799403782387e-06,173.32749624515895
4,3,-12.493161885654127,6.272855005335544e-06,173.32749624515895
4,4,-14.249033366021836,5.588853083898662e-06,173.32749624515895
4,5,-15.756510595709353,5.199736876627242e-06,173.32749624515895
4,6,-17.292850653992403,4.954587052616074e-06,173.32749624515895
4,7,-19.07706814902427,4.78793723440923e-06,173.32749624515895
4,8,-21.286948471864807,4.667827674978937e-06,173.32749624515895
4,9,-24.070563521715822,4.577181163380964e-06,173.32749624515895
4,10,-27.55010319478275,4.5061986349987925e-06,173.32749624515895
4,11,-31.82392404616771,4.448924065585126e-06,173.32749624515895
4,12,-36.84858200897454,4.401561609478388e-06,173.32749624515895
4,13,-42.9613132473665,4.361594317186576e-06,173.32749624515895
4,14,-49.99063341946455,4.327296154794864e-06,173.32749624515895
4,15,-58.02795908073272,4.297448734020103e-06,173.32749624515895
5,0,0.0027673048207871318,2.411384711742434e-05,173.32749624515895
5,1,0.02811381150047616,1.1161278680076696e-05,173.32749624515895
5,2,0.09959913753612999,7.660799403782387e-06,173.32749624515895
5,3,0.23523595315824045,6.272855005335544e-06,173.32749624515895
5,4,0.44804097445275276,5.588853083898662e-06,173.32749624515895
5,5,0.7479800790599194,5.199736876627242e-06,173.32749624515895
5,6,1.1426545296660586,4.954587052616074e-06,173.32749624515895
5,7,1.6376503213807763,4.78793723440923e-06,173.32749624515895
5,8,2.236707046709241,4.667827674978937e-06,173.32749624515895
5,9,2.9419600605588507,4.577181163380964e-06,173.32749624515895
5,10,3.7540304949839745,4.5061986349987925e-06,173.32749624515895
5,11,4.6721537726143465,4.448924065585126e-06,173.32749624515895
5,12,5.7063455253636866,4.401561609478388e-06,173.32749624515895
5,13,6.823664349758266,4.361594317186576e-06,173.32749624515895
5,14,8.040051614192146,4.327296154794864e-06,173.32749624515895
5,15,9.341001609084776,4.297448734020103e-06,173.32749624515895
6,0,-3.334920677115412,2.411384711742434e-05,173.32749624515895
6,1,-7.245862111535266,1.1161278680076696e-05,173.32749624515895
6,2,-10.675429440014735,7.660799403782387e-06,173.32749624515895
6,3,-13.301375085384251,6.272855005335544e-06,173.32749624515895
6,4,-15.427006045442118,5.588853083898662e-06,173.32749624515895
6,5,-17.420049067123916,5.199736876627242e-06,173.32749624515895
6,6,-19.579751736249396,4.954587052616074e-06,173.32749624515895
6,7,-22.14177624182272,4.78793723440923e-06,173.32749624515895
6,8,-25.295966180901097,4.667827674978937e-06,173.32749624515895
6,9,-29.198436556043145,4.577181163380964e-06,173.32749624515895
6,10,-33.97555975220184,4.5061986349987925e-06,173.32749624515895
6,11,-39.72616734397421,4.448924065585126e-06,173.32749624515895
6,12,-46.432276612512545,4.401561609478388e-06,173.32749624515895
6,13,-54.354225461129694,4.361594317186576e-06,173.32749624515895
6,14,-63.358678456748656,4.327296154794864e-06,173.32749624515895
6,15,-73.50251340636197,4.297448734020103e-06,173.32749624515895
7,0,0.0322299869659501,2.411384711742434e-05,173.32749624515895
7,1,0.08930112525676737,1.1161278680076696e-05,173.32749624515895
7,2,0.18219733414668607,7.660799403782387e-06,173.32749624515895
7,3,0.3234229081676872,6.272855005335544e-06,173.32749624515895
7,4,0.5264024862226007,5.588853083898662e-06,173.32749624515895
7,5,0.8021164487497833,5.199736876627242e-06,173.32749624515895
7,6,1.1584614849998836,4.954587052616074e-06,173.32749624515895
7,7,1.6005144168252214,4.78793723440923e-06,173.32749624515895
7,8,2.130916457242266,4.667827674978937e-06,173.32749624515895
7,9,2.7500878266470186,4.577181163380964e-06,173.32749624515895
7,10,3.4563935841856273,4.5061986349987925e-06,173.32749624515895
7,11,4.246241401357565,4.448924065585126e-06,173.32749624515895
7,12,5.119709608235943,4.401561609478388e-06,173.32749624515895
7,13,6.055996047362774,4.361594317186576e-06,173.32749624515895
7,14,7.055458573675579,4.327296154794864e-06,173.32749624515895
7,15,8.103438314874868,4.297448734020103e-06,173.32749624515895
8,0,-3.52459272969397,2.411384711742434e-05,173.32749624515895
8,1,-7.682416122597823,1.1161278680076696e-05,173.32749624515895
8,2,-11.382995007974625,7.660799403782387e-06,173.32749624515895
8,3,-14.306061277780483,6.272855005335544e-06,173.32749624515895
8,4,-16.78625324773533,5.588853083898662e-06,173.32749624515895
8,5,-19.222424344976975,5.199736876627242e-06,173.32749624515895
8,6,-21.937732935348844,4.954587052616074e-06,173.32749624515895
8,7,-25.18483726847911,4.78793723440923e-06,173.32749624515895
8,8,-29.164690048520665,4.667827674978937e-06,173.32749624515895
8,9,-34.03928194774517,4.577181163380964e-06,173.32749624515895
8,10,-39.93583812492762,4.5061986349987925e-06,173.32749624515895
8,11,-46.94915840576489,4.448924065585126e-06,173.32749624515895
8,12,-55.06736813337122,4.401561609478388e-06,173.32749624515895
8,13,-64.5004297639538,4.361594317186576e-06,173.32749624515895
8,14,-75.12212073789769,4.327296154794864e-06,173.32749624515895
8,15,-86.9557871402987,4.297448734020103e-06,173.32749624515895
9,0,0.04346716689393001,2.411384711742434e-05,173.32749624515895
9,1,0.11140977921143334,1.1161278680076696e-05,173.32749624515895
9,2,0.20862664512539375,7.660799403782387e-06,173.32749624515895
9,3,0.34435399551987744,6.272855005335544e-06,173.32749624515895
9,4,0.5311547042256637,5.588853083898662e-06,173.32749624515895
9,5,0.7792887151561326,5.199736876627242e-06,173.32749624515895
9,6,1.095483804302889,4.954587052616074e-06,173.32749624515895
9,7,1.483163707463946,4.78793723440923e-06,173.32749624515895
9,8,1.9427648130819721,4.667827674978937e-06,173.32749624515895
9,9,2.4720259911128672,4.577181163380964e-06,173.32749624515895
9,10,3.0661110730242176,4.5061986349987925e-06,173.32749624515895
9,11,3.7177390794592946,4.448924065585126e-06,173.32749624515895
9,12,4.421267527074022,4.401561609478388e-06,173.32749624515895
9,13,5.154930352203587,4.361594317186576e-06,173.32749624515895
9,14,5.911453916276267,4.327296154794864e-06,173.32749624515895
9,15,6.671809783975087,4.297448734020103e-06,173.32749624515895
10,0,-3.7474887235051577,2.411384711742434e-05,173.32749624515895
10,1,-8.186237047550065,1.1161278680076696e-05,173.32749624515895
10,2,-12.176821307087623,7.660799403782387e-06,173.32749624515895
10,3,-15.39381016826238,6.272855005335544e-06,173.32749624515895
10,4,-18.20324268858304,5.588853083898662e-06,173.32749624515895
10,5,-21.035985761642433,5.199736876627242e-06,173.32749624515895
10,6,-24.23904449524231,4.954587052616074e-06,173.32749624515895
10,7,-28.08093915437037,4.78793723440923e-06,173.32749624515895
10,8,-32.771458169761495,4.667827674978937e-06,173.32749624515895
10,9,-38.47509976812573,4.577181163380964e-06,173.32749624515895
10,10,-45.31541496139421,4.5061986349987925e-06,173.32749624515895
10,11,-53.37750886312904,4.448924065585126e-06,173.32749624515895
10,12,-62.64446394602426,4.401561609478388e-06,173.32749624515895
10,13,-73.27849768301095,4.361594317186576e-06,173.32749624515895
10,14,-85.1443330207541,4.327296154794864e-06,173.32749624515895
10,15,-98.22518463923744,4.297448734020103e-06,173.32749624515895
11,0,0.04273212327485358,2.411384711742434e-05,173.32749624515895
11,1,0.10756445439421533,1.1161278680076696e-05,173.32749624515895
11,2,0.1971302017460295,7.660799403782387e-06,173.32749624515895
11,3,0.3190312503158775,6.272855005335544e-06,173.32749624515895
11,4,0.4844653348991344,5.588853083898662e-06,173.32749624515895
11,5,0.7023325051256016,5.199736876627242e-06,173.32749624515895
11,6,0.977777831226548,4.954587052616074e-06,173.32749624515895
11,7,1.3122984122117158,4.78793723440923e-06,173.32749624515895
11,8,1.7039944904876556,4.667827674978937e-06,173.32749624515895
11,9,2.1477512973122934,4.577181163380964e-06,173.32749624515895
11,10,2.6353523774878025,4.5061986349987925e-06,173.32749624515895
11,11,3.155595315205545,4.448924065585126e-06,173.32749624515895
11,12,3.697293125027965,4.401561609478388e-06,173.32749624515895
11,13,4.236530106405117,4.361594317186576e-06,173.32749624515895
11,14,4.758852965978307,4.327296154794864e-06,173.32749624515895
11,15,5.240479481177375,4.297448734020103e-06,173.32749624515895
12,0,-3.988278314271315,2.411384711742434e-05,173.32749624515895
12,1,-8.72482842135046,1.1161278680076696e-05,173.32749624515895
12,2,-13.011109767432536,7.660799403782387e-06,173.32749624515895
12,3,-16.511531642334464,6.272855005335544e-06,173.32749624515895
12,4,-19.622764022131864,5.588853083898662e-06,173.32749624515895
12,5,-22.80742336704645,5.199736876627242e-06,173.32749624515895
12,6,-26.435453846617907,4.954587052616074e-06,173.32749624515895
