grid,period_s,station_index,x_aft_m,a33_raw_kg_per_m,b33_raw_kg_per_m_s,relative_residual,condition_number
0,1.6,9,0.6540499999999999,8.62879827140872,39.728607683718636,2.5527532863848407e-15,115.37976061281
0,1.6,10,0.83185,52.703921519767036,261.0765415247055,3.1777312774534172e-15,163.29268385531526
0,1.6,11,1.0223499999999999,110.66912052639198,558.0307149698382,4.420567827020778e-15,187.71080940477188
0,1.6,12,1.21285,174.21826349938289,854.2674804330471,4.551548921633644e-15,202.84180965182878
0,1.6,13,1.4033499999999999,244.93865536786586,1146.9862126608798,5.028736731384838e-15,215.16495928481802
0,1.6,14,1.55575,310.31960367784257,1399.7890082574784,5.9033741778663304e-15,222.16791847740586
0,1.6,15,1.6700499999999998,305.156418216923,1391.6453413167105,4.594131860036918e-15,219.71077490429215
0,1.6,16,1.86055,307.06897913005304,1351.8014696710914,3.672183334849049e-15,223.69021504061448
0,1.6,17,2.1272499999999996,313.5388448678325,1305.1720074634688,3.608643983662283e-15,229.5475940818071
0,1.6,18,2.40665,321.59975263380034,1248.113451714585,5.8725405689007504e-15,232.08906130073242
0,1.6,19,2.6987499999999995,332.24240508628907,1176.3936165127127,3.822855356362858e-15,234.03381119600942
0,1.6,20,2.8892499999999997,334.3914019375198,1155.6526813200514,4.020372120021859e-15,234.97737640704347
0,1.6,21,2.97815,335.09882858865296,1145.2465747153321,3.7488990753066216e-15,235.19231012404353
0,1.6,22,3.11785,335.83453517728407,1125.928167484058,4.2789498085537835e-15,235.48255452722194
0,1.6,23,3.30835,337.293557909206,1095.9480966089598,3.568147838386352e-15,235.85006369877823
0,1.6,24,3.4798,338.46791296347243,1063.3829902398752,3.4357819347446158e-15,236.1204641859417
0,1.6,25,3.6321999999999997,339.0689827707922,1029.2753077354826,4.1096688807298626e-15,236.29327433524068
0,1.6,26,3.91795,340.90871587551356,958.6301100897339,4.01100239952782e-15,236.5431007196776
0,1.6,27,4.33705,341.22913104410657,867.8242957145528,3.580693535508941e-15,236.89427611410704
0,1.6,28,4.64185,298.1174879471436,1061.853538555128,3.916003705714894e-15,232.38371824007658
0,1.6,29,4.83235,284.7536430914689,1045.3871776680903,3.4281581801962796e-15,230.67153106253008
0,1.6,30,5.0927,268.37408013307027,1019.1390338983698,6.081202261320553e-15,228.45086759933574
0,1.6,31,5.4229,249.40657848864186,982.404666828059,3.770101238858242e-15,225.7299971437597
0,1.6,32,5.7531,227.40519401387272,928.9192458034142,3.5193144720163545e-15,222.7276679435369
0,1.6,33,6.0833,202.74441942124858,859.6402472091089,3.921473113490087e-15,219.44558465677193
0,1.6,34,6.4135,174.83901029355684,770.5863961672871,3.811326954555307e-15,215.79730292864804
0,1.6,35,6.7437,144.99142801141198,662.99304388651,4.144485361413412e-15,211.6576642814502
0,1.6,36,7.073899999999999,113.42404247849265,537.2113342748916,4.70939284432069e-15,205.06879474176134
0,1.6,37,7.4041,82.58705648357466,397.5242668290501,4.3793050635004526e-15,197.93603038374096
0,1.6,38,7.74065,51.25173057747834,246.59249373352742,3.755278815994124e-15,190.28873370287113
0,1.6,39,8.083549999999999,23.1190665038473,108.11875125105743,2.8074792274240336e-15,179.13719956935952
0,1.6,40,8.3185,23.25406131104568,89.20736452358665,2.454991785776696e-15,170.43752361716227
0,1.6,41,8.4455,38.439762127402005,150.20630752609574,2.893770677174112e-15,174.24471394781247
0,2.0,9,0.6540499999999999,9.069374847629176,36.35843184015255,3.811656918562747e-15,134.36294412954564
0,2.0,10,0.83185,63.365858357007205,236.6771051645764,5.497508259401016e-15,200.53151515737264
0,2.0,11,1.0223499999999999,134.27485119693557,533.7257481362415,4.356014451679787e-15,233.74369408445983
0,2.0,12,1.21285,207.3074103013658,839.3911550268202,6.762510854730435e-15,252.65855873339987
0,2.0,13,1.4033499999999999,285.5217663291767,1144.5957785505698,4.311280295160542e-15,267.2131963831208
0,2.0,14,1.55575,357.0805569219491,1408.6453112023503,5.601745090690309e-15,276.1429052482605
0,2.0,15,1.6700499999999998,351.9979149731913,1420.161952524609,4.704056100777528e-15,271.84126609442086
0,2.0,16,1.86055,352.2325155952117,1410.027674804673,5.0340832081430926e-15,277.72422375660597
0,2.0,17,2.1272499999999996,355.61553595321845,1399.4025973274709,5.668428586967769e-15,285.5410746097601
0,2.0,18,2.40665,359.7348739020833,1379.8788154392325,4.2824451995093475e-15,288.859326318613
0,2.0,19,2.6987499999999995,365.51715368591965,1346.0270678499116,4.699849470987474e-15,291.4283415878663
0,2.0,20,2.8892499999999997,365.51746479842154,1338.0698267036219,5.158555785713892e-15,292.96591650185866
0,2.0,21,2.97815,365.32639864060275,1332.4595677076863,5.445439861491688e-15,293.46260847883144
0,2.0,22,3.11785,364.54853017365065,1320.439783789588,4.1447302783950835e-15,294.1763412582362
0,2.0,23,3.30835,363.66527457521727,1300.929444298824,4.44318095164144e-15,294.96861684324654
0,2.0,24,3.4798,362.30628579720366,1278.2959173649438,6.707572231891446e-15,295.33530075120865
0,2.0,25,3.6321999999999997,360.3998796750236,1252.8749084918702,5.004375899171769e-15,295.59550079067054
0,2.0,26,3.91795,357.0954249889961,1198.2896631635565,4.92632495283414e-15,296.01103530830665
0,2.0,27,4.33705,350.5170030884817,1124.3609836190715,4.013573002537706e-15,296.5954289201647
0,2.0,28,4.64185,327.40230969256356,1227.5978181636642,4.891776402631526e-15,289.86617927348834
0,2.0,29,4.83235,314.9127914279328,1197.3151333759627,4.238337098101629e-15,287.8158682906347
0,2.0,30,5.0927,299.3026807100288,1154.4477599916227,4.144607640441267e-15,285.16956859619364
0,2.0,31,5.4229,280.8943138970901,1098.7228362168767,4.905794110688193e-15,281.94275320723193
0,2.0,32,5.7531,258.73423827342515,1026.3655312350782,4.567518499688527e-15,278.44842353951685
0,2.0,33,6.0833,233.19391746475662,938.6322680937958,4.140333529708754e-15,274.6949603730109
0,2.0,34,6.4135,203.4992848915011,831.9234505800146,4.030126551592467e-15,270.6048915221964
0,2.0,35,6.7437,170.74148036319832,709.4897327530648,3.978315811853032e-15,264.75412351785417
0,2.0,36,7.073899999999999,135.6140095467547,569.8421414070423,4.663119901195403e-15,256.9374625841744
0,2.0,37,7.4041,100.21083757214618,418.6022582617923,4.191848031408543e-15,248.3506770177326
0,2.0,38,7.74065,63.025508405403045,257.8860311468154,3.8168349696326386e-15,238.47604506101186
0,2.0,39,8.083549999999999,28.734959444279756,111.55349411773368,3.0423658953957314e-15,224.66839725648066
0,2.0,40,8.3185,27.904475388612024,87.70247672422038,3.2322842014693786e-15,213.19686381809672
0,2.0,41,8.4455,46.123038660030375,148.19064356413517,3.0550430630774334e-15,219.16285662152475
0,3.0,9,0.6540499999999999,9.178942948686725,34.77559058562349,1.1601021529768105e-14,335.37730808068966
0,3.0,10,0.83185,76.07086957276712,191.27234707608685,7.244770097962835e-15,235.06626742033004
0,3.0,11,1.0223499999999999,181.01905263458906,438.50803980347524,5.751835363884742e-15,286.4542326662257
0,3.0,12,1.21285,291.500941169063,721.164371527874,1.1423220450143255e-14,316.8853711071651
0,3.0,13,1.4033499999999999,404.4712477616192,1019.580999673867,6.01562412162465e-15,342.3404269819582
0,3.0,14,1.55575,502.8457750209087,1286.648028738468,1.0733416110374886e-14,355.7410451077938
0,3.0,15,1.6700499999999998,499.9308449729157,1304.5992447207598,6.934525395423442e-15,348.3011737694228
0,3.0,16,1.86055,503.0770391310377,1333.6266081768645,6.5673987172540174e-15,357.4968266680128
0,3.0,17,2.1272499999999996,506.916836669243,1370.9143943683819,9.256177959860954e-15,368.53508512412486
0,3.0,18,2.40665,510.3948938414401,1393.1111787522786,6.466386092363747e-15,373.3363726541045
0,3.0,19,2.6987499999999995,513.9845058237289,1401.3244223901586,7.622363503216972e-15,377.19065518538144
0,3.0,20,2.8892499999999997,512.766639455606,1410.033956872023,1.0301123812795862e-14,379.5633215497279
0,3.0,21,2.97815,511.8718894214969,1410.8581704979943,8.679021031544216e-15,380.351618686303
0,3.0,22,3.11785,509.68592886966655,1408.842023843715,7.455224959494375e-15,381.5164144191613
0,3.0,23,3.30835,506.5883621329199,1403.5516126082794,7.273447083918852e-15,382.87577853081234
0,3.0,24,3.4798,502.7607484084742,1394.3591737648865,5.953596043522854e-15,383.63435175416555
0,3.0,25,3.6321999999999997,498.11992358686695,1381.2598221460692,6.513251932367888e-15,384.2309702449407
0,3.0,26,3.91795,488.90318430985246,1350.5242094534733,6.861910254250795e-15,385.26793813768046
0,3.0,27,4.33705,473.68154823027515,1305.74392322454,6.955812952341976e-15,386.76455672929904
0,3.0,28,4.64185,464.51621571880287,1286.9300322279275,7.408688686806842e-15,375.66733606105765
0,3.0,29,4.83235,449.41023246302893,1241.8757570950281,8.672327483604654e-15,372.852538735265
0,3.0,30,5.0927,429.89045730677014,1181.691194727292,7.604077401572178e-15,369.3044048042867
0,3.0,31,5.4229,406.09980713304674,1106.7876019333678,8.30481201555479e-15,365.08965776909486
0,3.0,32,5.7531,376.5578258614768,1017.0060991357432,8.377057861996532e-15,360.70874435648636
0,3.0,33,6.0833,341.6748096539413,914.1234559712732,7.555333916648874e-15,356.173791107589
0,3.0,34,6.4135,300.2501177225279,795.5861920326008,5.9482929739385085e-15,351.4094696463328
0,3.0,35,6.7437,253.36219115534348,665.2153297396576,6.43695830158148e-15,341.9197889372033
0,3.0,36,7.073899999999999,201.50883225642772,522.7995400864123,6.098310899882211e-15,327.8704686030945
0,3.0,37,7.4041,147.8593445596369,375.8325293913856,5.729621911606362e-15,313.3198466953461
0,3.0,38,7.74065,91.40280933721002,226.38416967921202,4.8256695349985945e-15,297.8590628736629
0,3.0,39,8.083549999999999,39.81155960725136,95.31933957327809,3.2516078521187005e-15,275.70581737984276
0,3.0,40,8.3185,34.82230415691908,73.11818485893586,5.143128489141002e-15,255.90521364987373
0,3.0,41,8.4455,58.55603638057298,123.65476043690597,3.9841805709874265e-15,265.40389200411033
0,5.0,9,0.6540499999999999,7.765646667640695,40.03872686131578,3.643280398375791e-14,1038.5102068751787
0,5.0,10,0.83185,79.18294240953824,174.52061343836897,1.1291296274936274e-14,547.7349096170109
0,5.0,11,1.0223499999999999,204.16363134146508,360.0439459151209,1.176108975785611e-14,469.1687238933571
0,5.0,12,1.21285,351.92826214071806,564.2637608707995,8.878871485109845e-15,443.80411762710474
0,5.0,13,1.4033499999999999,514.9811106520285,783.8569790246686,6.735468941351005e-15,434.3059443860633
0,5.0,14,1.55575,664.5915132509483,986.585964226284,1.0438794172394944e-14,431.8572531572615
0,5.0,15,1.6700499999999998,648.5630173799873,1020.6739418748804,8.831674714650296e-15,432.55821325625703
0,5.0,16,1.86055,680.4256111763016,1037.4773948550305,8.301195873263862e-15,432.3011820941852
0,5.0,17,2.1272499999999996,722.6138592245813,1068.3809761270086,8.898492514508579e-15,438.8297633128211
