run,outer_panel_count,pseudo_cfl,accepted_steps,added_pseudo_time,root_relative_mismatch,kinematic_rms,root_body_eta,interface_s_lambda,measured_s_lambda,solved_dipole_coefficient,body_vertical_force_coefficient,computed_pressure_peak,computed_peak_eta,free_surface_nrmse,pressure_nrmse,regrid_geometry_relative_l2,regrid_maximum_selected_state_change
self_similar_wedge_20deg_dt_cfl010_from160_8steps_v65,80,0.1,8,0.003272000370364847,0.007897189982402733,0.3446954436406223,0.3599829965677732,2.7051280871411056,2.7264909975719926,6.758926627649325,32.06041067139988,13.968335980107362,0.3174835279250302,0.2746905722892615,0.3511531016468082,,
self_similar_wedge_20deg_grid120_cfl010_13steps_fulljet_v69,120,0.1,13,0.0033566643371705607,0.014906068620993832,0.3481620376532673,0.3602982801304715,2.6342787611601532,2.5950120211794734,6.756012356189477,32.12005125055897,13.982369188459867,0.31778895887639425,0.274695086955132,0.35010078235948905,5.339001281828382e-06,0.017736118672306858
