coarse_panel_count,fine_panel_count,pseudo_time_relative_difference,kinematic_rms_relative_change,root_body_eta_relative_change,interface_s_lambda_relative_change,measured_s_lambda_relative_change,solved_dipole_coefficient_relative_change,body_vertical_force_coefficient_relative_change,computed_pressure_peak_relative_change,computed_peak_eta_relative_change,free_surface_nrmse_relative_change,pressure_nrmse_relative_change,kinematic_rms_trajectory_relative_l2,root_body_eta_trajectory_relative_l2,free_surface_eta_relative_l2,body_pressure_curve_relative_l2,shallow_jet_pressure_curve_relative_l2
80,120,0.02522264912466034,0.009956840889406064,0.0008750626358363567,0.026190747239561944,0.048222780309784455,0.0004311737085480932,0.001856802116965988,0.001003635947768182,0.0009611125334371279,1.6435189724446353e-05,0.002996753502629077,0.008252242857932642,0.000615930771245001,0.00038445985248867137,0.0023689331634181568,0.10205692177790218
