node_index,normal_displacement
0,-1.9724885224806343e-06
1,-1.9667077881568612e-06
2,-1.955146873202393e-06
3,-1.937806884950828e-06
4,-1.9146894842696682e-06
5,-1.885796885401687e-06
6,-1.8511318557524922e-06
7,-1.8106977156255344e-06
8,-1.7644983379043542e-06
9,-1.7125381476812835e-06
10,-1.6548221218337937e-06
11,-1.5913557885476905e-06
12,-1.522145226787671e-06
13,-1.4471970657150933e-06
14,-1.3665184840529329e-06
15,-1.280117209398235e-06
16,-1.1880015174819844e-06
17,-1.090180231376391e-06
18,-9.866627206497544e-07
19,-8.774589004690962e-07
20,-7.625792306504133e-07
21,-6.420347146568472e-07
22,-5.158368985447455e-07
23,-3.839978698576258e-07
24,-2.465302564686817e-07
25,-1.0344722537094901e-07
26,4.523751858374371e-08
27,1.9950973399736436e-07
28,3.5935464428991535e-07
29,5.247569391146156e-07
30,6.957007758245551e-07
31,8.721697809899003e-07
32,1.0541470519664226e-06
33,1.2416151585143483e-06
34,1.4345561444677993e-06
35,1.6329515294548797e-06
36,1.8367823106676766e-06
37,2.046028964682229e-06
38,2.260671449328872e-06
39,2.480689205611625e-06
40,2.706061159677472e-06
41,2.9367657248350205e-06
42,3.172780803621929e-06
43,3.4140837899214986e-06
44,3.6606515711279733e-06
45,3.912460530360401e-06
46,4.16948654872467e-06
47,4.431705007623433e-06
48,4.699090791114661e-06
49,4.971618288316748e-06
50,5.24926139586195e-06
51,5.531993520396526e-06
52,5.819787581127925e-06
53,6.112616012418591e-06
54,6.4104507664263974e-06
55,6.713263315790926e-06
56,7.021024656366141e-06
57,7.333705309998373e-06
58,7.65127532734973e-06
59,7.973704290766874e-06
60,8.300961317194276e-06
61,8.633015061132493e-06
62,8.969833717640506e-06
63,9.311385025381965e-06
64,9.657636269715212e-06
65,1.000855428582699e-05
66,1.0364105461908911e-05
67,1.072425574237674e-05
68,1.1088970631132733e-05
69,1.145821519486928e-05
70,1.1831954066415303e-05
71,1.2210151448123506e-05
72,1.2592771115299405e-05
73,1.2979776419670844e-05
74,1.3371130292898322e-05
75,1.3766795250125582e-05
76,1.4166733393569839e-05
77,1.4570906416151816e-05
78,1.4979275605164877e-05
79,1.539180184598312e-05
80,1.580844562580764e-05
81,1.6229167037451528e-05
82,1.6653925783161765e-05
83,1.708268117847956e-05
84,1.7515392156136954e-05
85,1.7952017269990376e-05
86,1.8392514698990367e-05
87,1.8836842251187597e-05
88,1.928495736777375e-05
89,1.9736817127158114e-05
90,2.019237824907876e-05
91,2.065159709874797e-05
92,2.111442969103161e-05
93,2.1580831694662176e-05
94,2.2050758436485145e-05
95,2.252416490573756e-05
96,2.3001005758359513e-05
97,2.3481235321337253e-05
98,2.3964807597077777e-05
99,2.4451676267814758e-05
100,2.4941794700044734e-05
101,2.5435115948994082e-05
102,2.5931592763115305e-05
103,2.6431177588612915e-05
104,2.6933822573998338e-05
105,2.743947957467316e-05
106,2.794810015754066e-05
107,2.8459635605644614e-05
108,2.8974036922835954e-05
109,2.9491254838465223e-05
110,3.0011239812102184e-05
111,3.0533942038280926e-05
112,3.1059311451270165e-05
113,3.158729772986875e-05
114,3.2117850302225655e-05
115,3.2650918350683775e-05
116,3.318645081664738e-05
117,3.3724396405472586e-05
118,3.426470359138066e-05
119,3.480732062239309e-05
120,3.535219552528865e-05
121,3.58992761105814e-05
122,3.6448509977519714e-05
123,3.699984451910514e-05
124,3.7553226927131435e-05
125,3.810860419724245e-05
126,3.866592313400925e-05
127,3.922513035602512e-05
128,3.9786172301018696e-05
129,4.0348995230984213e-05
130,4.091354523732868e-05
131,4.1479768246035446e-05
132,4.204761002284348e-05
133,4.261701617844201e-05
134,4.3187932173680156e-05
135,4.376030332479096e-05
136,4.4334074808628746e-05
137,4.490919166792066e-05
138,4.5485598816530245e-05
139,4.6063241044734014e-05
140,4.664206302450942e-05
141,4.722200931483432e-05
142,4.780302436699731e-05
143,4.83850525299183e-05
144,4.8968038055478876e-05
145,4.9551925103862046e-05
146,5.0136657748900765e-05
147,5.072217998343449e-05
148,5.1308435724673916e-05
149,5.18953688195726e-05
150,5.248292305020544e-05
151,5.3071042139153326e-05
152,5.3659669754893834e-05
153,5.424874951719633e-05
154,5.4838225002522506e-05
155,5.542803974943083e-05
156,5.601813726398426e-05
157,5.6608461025161715e-05
158,5.7198954490271526e-05
159,5.77895611003675e-05
160,5.838022428566592e-05
161,5.8970887470964365e-05
162,5.9561494081060286e-05
163,6.0151987546170145e-05
164,6.074231130734757e-05
165,6.133240882190102e-05
166,6.192222356880932e-05
167,6.25116990541355e-05
168,6.3100778816438e-05
169,6.368940643217847e-05
170,6.427752552112645e-05
171,6.486507975175922e-05
172,6.545201284665788e-05
173,6.60382685878973e-05
174,6.662379082243106e-05
175,6.720852346746977e-05
176,6.779241051585299e-05
177,6.837539604141357e-05
178,6.895742420433451e-05
179,6.953843925649753e-05
180,7.011838554682241e-05
181,7.069720752659783e-05
182,7.12748497548016e-05
183,7.185125690341118e-05
184,7.242637376270307e-05
185,7.300014524654091e-05
186,7.357251639765166e-05
187,7.414343239288987e-05
188,7.471283854848836e-05
189,7.528068032529635e-05
190,7.584690333400309e-05
191,7.641145334034763e-05
192,7.69742762703131e-05
193,7.753531821530672e-05
194,7.80945254373226e-05
195,7.86518443740894e-05
196,7.92072216442004e-05
197,7.976060405222669e-05
198,8.031193859381211e-05
199,8.086117246075042e-05
200,8.140825304604318e-05
201,8.195312794893876e-05
202,8.249574497995116e-05
203,8.303605216585925e-05
204,8.357399775468446e-05
205,8.410953022064804e-05
206,8.464259826910619e-05
207,8.517315084146308e-05
208,8.570113712006168e-05
209,8.622650653305089e-05
210,8.674920875922962e-05
211,8.726919373286663e-05
212,8.778641164849588e-05
213,8.830081296568722e-05
214,8.881234841379122e-05
215,8.932096899665869e-05
216,8.98266259973335e-05
217,9.032927098271894e-05
218,9.082885580821653e-05
