root_xi_scale,status,kinematic_rms,kinematic_integral,kinematic_convergence_integral,dipole_coefficient,condition_number,root_thickness,interface_s_lambda,measured_s_lambda,root_relative_mismatch,jet_reached_tip,jet_point_count,condition_number_ratio,matching_surface_shift_panels
1.02,PHYSICAL,0.045912459695087,0.04504987971109429,0.04561967601638494,8.244080080157214,247327.6723680171,0.0998162560964699,3.110108305362029,3.1101083072101603,5.942337835915035e-10,True,2914,0.9771064560285955,0.0
1.03,PHYSICAL,0.06548942643595741,0.09399554913812291,0.09451533913639641,8.357326983495595,244442.31474255153,0.10950724932320062,3.0323684817550487,3.0323684832240976,4.844559265734759e-10,True,2911,0.965707401742431,0.0
1.05,PHYSICAL,0.10569646012813368,0.2573172636130754,0.25775829055972516,8.583955172724492,238863.05471706702,0.1288892357766621,2.8977619340140035,2.8977619348524075,2.8932812010555556e-10,True,2904,0.9436656668303284,0.0
1.1,PHYSICAL,0.20045100733194177,1.0235193185536762,1.0239450194918474,9.14986823183373,225921.77770270564,0.1773442019103153,2.6468639931797373,2.646865960615851,7.433083523183882e-07,True,2884,0.8925391382097398,0.0
