time_index,time_s,station_index_aft_to_forward,x_from_transom_m,force_density_n_m,creation_parameter_s,age_parameter_s,contact_half_beam_m,jet_cut_count
0,0.0,0,0.0,232.47016353650548,-0.24883079378665596,0.24883079378665596,0.1598417836678998,52
0,0.0,1,0.10985454545454543,210.42425603116595,-0.22394771440799036,0.22394771440799036,0.1598058394796813,52
0,0.0,2,0.21970909090909096,191.01982295108832,-0.19906463502932475,0.19906463502932475,0.15978192449487205,52
0,0.0,3,0.3295636363636365,174.46275540977666,-0.17418155565065915,0.17418155565065915,0.15977587187371542,52
0,0.0,4,0.43941818181818193,161.935946316188,-0.14929847627199355,0.14929847627199355,0.15980332387985358,52
0,0.0,5,0.5492727272727272,157.74339486192363,-0.12441539689332798,0.12441539689332798,0.15991193829453446,52
0,0.0,6,0.6591272727272727,180.7460044279458,-0.09953231751466238,0.09953231751466238,0.1604782548309977,52
0,0.0,7,0.7689818181818182,142.22588282932887,-0.07464923813599678,0.07464923813599678,0.1375868098732022,48
0,0.0,8,0.8788363636363636,101.10497099224094,-0.04976615875733119,0.04976615875733119,0.09716122224996582,32
0,0.0,9,0.9886909090909091,61.02555697127444,-0.024883079378665594,0.024883079378665594,0.06001038237363053,16
0,0.0,10,1.0985454545454545,27.446356998790506,-0.0,0.0,0.03315246069965847,0
1,0.0015551924611665996,0,0.10298863636363631,211.51486378525544,-0.22394771440799036,0.22550290686915694,0.1611402731418086,52
1,0.0015551924611665996,1,0.21284318181818196,192.24230122726763,-0.19906463502932475,0.20061982749049134,0.16108459715353796,52
1,0.0015551924611665996,2,0.3226977272727274,175.60917192941116,-0.17418155565065915,0.17573674811182574,0.1610622321865442,52
1,0.0015551924611665996,3,0.4325522727272729,162.9085473147867,-0.14929847627199355,0.15085366873316014,0.1611011337282495,52
1,0.0015551924611665996,4,0.5424068181818182,159.45015082208332,-0.12441539689332798,0.12597058935449457,0.16128859614019408,52
1,0.0015551924611665996,5,0.6522613636363636,192.713300446676,-0.09953231751466238,0.10108750997582898,0.16227077316429703,52
1,0.0015551924611665996,6,0.7621159090909091,154.04558247056013,-0.07464923813599678,0.07620443059716338,0.13932855235887937,48
