case_code,omega_e_rad_s,time_step_s,bem_substeps_per_plane,maximum_harmonic_residual_nrmse,maximum_potential_bvp_relative_residual,maximum_pressure_bvp_relative_residual,maximum_free_surface_pressure_abs_pa,minimum_active_plane_count,maximum_active_plane_count,transom_correction_enabled,maximum_transom_correction_length_m,response_calibration_used
C7,8.924826727941545,0.0014305431266172946,16,0.04517532581062221,2.4220984054444343e-15,3.2529503661855014e-15,6.591949208711867e-13,9,11,True,0.0424,False
