time_s,vertical_force_n,pitch_moment_nm,bem_vertical_force_n,bem_pitch_moment_nm,front_vertical_force_n,front_pitch_moment_nm,transom_vertical_force_n,transom_pitch_moment_nm,transom_correction_length_m,active_plane_count,max_potential_bvp_relative_residual,max_pressure_bvp_relative_residual
0.0,356.93904987540975,-38.358877987887645,321.71584458184975,-43.322722758984185,20.961732854567277,14.541372837165882,14.261472438992719,-9.57752806606934,0.0424,11,1.4390146441590357e-15,1.7331504799749672e-15
0.0014305431266172946,361.63307401127844,-36.016415413814464,324.6432987977906,-42.08865882992737,22.728302774495155,15.649771482182246,14.261472438992719,-9.57752806606934,0.0424,10,1.435159813827794e-15,1.0477069127047758e-15
0.002861086253234589,361.15133022006063,-36.229383769977616,322.32890185227006,-43.436772680777324,24.56095592879785,16.784916976869045,14.261472438992719,-9.57752806606934,0.0424,10,9.873223393200108e-16,1.7537845682587e-15
0.004291629379851884,365.8854662367553,-34.05207861578238,325.16496738255654,-42.419835885306725,26.45902641520604,17.945285335593685,14.261472438992719,-9.57752806606934,0.0424,10,9.344942144053523e-16,9.537522286369134e-16
0.005722172506469178,361.79281273551896,-35.036190781963825,319.1094944426193,-44.58802356518726,28.421845853906966,19.129360849292777,14.261472438992719,-9.57752806606934,0.0424,10,1.4937412249789921e-15,1.0534671444406052e-15
0.007152715633086473,366.26813400317207,-32.934687421627835,321.55791755849174,-43.69279596001229,30.448744005687605,20.335636604453796,14.261472438992719,-9.57752806606934,0.0424,10,1.1037725698805772e-15,1.8432939018293504e-15
0.008583258759703769,362.04898187447407,-33.79605324070482,315.2484600598616,-45.78114015104336,32.53904937561976,21.562614976407882,14.261472438992719,-9.57752806606934,0.0424,10,1.1087402627613412e-15,1.851606183824148e-15
0.010013801886321063,365.9603693441967,-31.78771938675142,317.00680710326475,-45.018999417733255,34.69208980193922,22.808808097051177,14.261472438992719,-9.57752806606934,0.0424,10,9.119104253087584e-16,1.1277681695140886e-15
0.011444345012938357,363.97884076571495,-32.17470096197396,312.8101752969094,-46.66991119305891,36.907193029812866,24.072738297154288,14.261472438992719,-9.57752806606934,0.0424,10,1.1192031765220952e-15,1.112026750910512e-15
0.012874888139555651,367.779438663575,-30.17320910074475,314.33427895485204,-45.948619558136045,39.18368726973022,25.352938523460637,14.261472438992719,-9.57752806606934,0.0424,10,1.0037552539709099e-15,1.4780158686264384e-15
