case,radiation_mode,force_mode,omega,identity_relative_residual,production_difference,edge_only_difference,nodal_vs_piecewise_difference,production_real,production_imag,bulk_real,bulk_imag,chain_real,chain_imag,lower_edge_real,lower_edge_imag,upper_edge_real,upper_edge_imag,time_real,time_imag,direct_real,direct_imag,transformed_real,transformed_imag,residual_real,residual_imag
fn167,3,3,8.6966,7.860768849143642e-17,2327.925900207124,736.7482729370729,30.74637574561294,6985.746774427242,-2724.5464960557865,21.93177992077073,1007.31249617519,12.683093546323645,-271.38190717156823,-2029.9333606869823,-1925.6915782011376,4.657868617740887e-21,0.0006510921872440152,6979.988108969318,-2724.2941343364964,4984.66962174943,-3914.054472441826,4984.66962174943,-3914.054472441825,0.0,-9.094947017729282e-13
fn167,3,5,8.6966,1.0103825045175522e-16,1760.9449811304312,513.9709305211471,7.542467690399833,371.8302708186631,2300.790099817385,1051.608693568129,2030.1478385045814,-7.581034170406112,183.9864670922221,-984.5176799331862,-933.9604154275518,-5.0921891500654084e-21,-0.0007118029389983901,-690.3503969019218,-426.9944619942913,-630.8404174373853,853.1787163720222,-630.8404174373852,853.1787163720218,-1.1368683772161603e-13,4.547473508864641e-13
fn167,5,3,8.6966,1.0299041910586629e-16,1236.4243522415131,593.1096579200471,39.24435248418762,-1799.3158732611762,-1803.806091857856,375.412448776663,-710.0624524195543,-116.58083797994482,175.81882616354113,-527.7492439402278,-675.3038589191802,0.000254549299338782,-0.0007118029389983898,-1796.3139072478275,-1801.7487528856113,-2065.231285842038,-3011.296949863744,-2065.231285842038,-3011.2969498637435,0.0,-4.547473508864641e-13
fn167,5,5,8.6966,1.334707339069848e-16,449.2689557394965,430.42366233796395,9.188080095229264,1508.2601302722098,-382.4737476945862,442.66564019524856,-190.56007524130897,78.27817441762647,-125.00181912752227,-255.95838331101044,-327.5223715758024,-0.0002782846161252129,0.0007781746331673602,797.8943558154124,319.5902168230515,1062.8795088326606,-323.4932709469489,1062.8795088326608,-323.493270946949,-2.2737367544323206e-13,1.1368683772161603e-13
fn226,3,3,10.4354,6.122808326955324e-17,3430.280825506892,1139.6274304199258,27.164991852190663,8230.802082150427,-1727.7989528093176,14.946966984190148,1600.8984406495235,8.837688712413563,-461.520662984796,-2153.492053461232,-3823.2559399220654,1.4115988087004032e-19,0.000847225860400772,8224.091313189008,-1727.6772076319864,6094.38391542438,-4411.554522663465,6094.38391542438,-4411.554522663464,0.0,-9.094947017729282e-13
fn226,3,5,10.4354,1.603658118560697e-16,2661.916374570924,590.3956568655877,3.936392516557577,802.3858944675245,3208.6694682166494,755.0348541117693,2808.0605399884194,-3.743315606665969,227.28907590654896,-1044.4436459286974,-1854.279130862202,-1.2545095700274397e-19,-0.0007529426514790147,42.117881736241095,-417.0075606926703,-251.03422568735306,764.0621713974456,-251.034225687353,764.0621713974447,-5.684341886080802e-14,9.094947017729282e-13
fn226,5,3,10.4354,1.4139660126511365e-16,1731.1550025890886,773.6895861790174,36.39609971129762,-1037.1892860745977,-3211.575256047935,695.9548509586316,-823.7442580391431,-209.11447511148253,221.34650598412972,-1453.5737352796436,-838.0614369234189,0.0003734633035478805,-0.0007529426514790147,-1034.9671024194815,-3208.688461903577,-2001.7000883886726,-4649.148403824662,-2001.7000883886726,-4649.148403824661,0.0,-9.094947017729282e-13
fn226,5,5,10.4354,1.422572003794103e-16,966.103875278944,420.2508173088773,5.057915460784771,1916.0263899719284,-406.73912743817965,1058.5254482595005,-7.659534475353248,102.64037899085987,-117.13336616078803,-704.9832616106271,-406.4597969078581,-0.0003319025812909393,0.0006691517137449887,496.64745674620286,49.62087251774412,952.8296904833553,-481.6311558745416,952.829690483355,-481.6311558745415,3.410605131648481e-13,-1.1368683772161603e-13
fn282,3,3,12.10175,5.081670579055475e-17,4349.919222478138,1630.5988672842232,24.975299024418646,8990.570568992058,-1010.0167411359087,15.010509793448767,2306.9889103670844,9.157264174822414,-676.5725387972975,-1852.9345301633693,-5573.99549349645,-1.3861017332048866e-19,0.0010513661363224062,8983.38216749887,-1009.9226506420672,7154.615411303772,-4953.500721202595,7154.615411303772,-4953.500721202594,0.0,-9.094947017729282e-13
fn282,3,5,12.10175,2.2386513542789345e-16,3436.0928834353804,611.3285224584561,2.2348507363273953,1094.882730846716,3976.4814068368005,475.5046793615472,3423.174137847001,-2.5434721879166795,235.56765865553692,-898.6732471292339,-2703.3878143457778,1.0525608678966533e-19,-0.0007983734717407549,615.263342713698,-293.552652824326,189.55130275809427,661.8005309589607,189.55130275809455,661.8005309589623,-2.8421709430404007e-13,-1.5916157281026244e-12
fn282,5,3,12.10175,0.0,2739.8352328315596,983.3718607186541,33.792586418830304,-149.27157124953052,-4110.590866509787,1088.4543009154638,-851.9113853471043,-326.05712416080047,228.9971210318923,-2533.1344153156865,-1472.2737946080952,0.0004995438910780535,-0.0007983734717407549,-148.0000366260873,-4107.217009040948,-1918.7367756432195,-6202.405866337727,-1918.7367756432195,-6202.405866337727,0.0,0.0
fn282,5,5,12.10175,1.3850809403847056e-16,1584.4262707469722,393.3636292103695,2.9190754874113614,2412.9398612936993,-329.86725627166413,1552.2319000120333,286.60392645943153,113.25779091343101,-92.46219542033946,-1228.5701914281076,-714.0527903849261,-0.0003793374894134601,0.000606259017062277,456.60567515231264,-259.16106040146644,893.5247953121805,-779.0715134882831,893.52479531218,-779.0715134882834,4.547473508864641e-13,2.2737367544323206e-13
