reuse_step,step_factor,source_objective,source_curvature_energy,source_maximum_turning_angle_deg,candidate_objective,relative_decrease,maximum_displacement_ratio,condition_number,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason,outer_shape_dipole_coefficient
1,0.5,0.05690435011702784,21.648316187944108,15.94125341361309,0.052464589901826876,0.07802145540842273,0.12508879024683184,97423.71901671338,0.001963013138753242,21.641173236780904,0.9996700458778784,15.940474753784722,True,,7.966812646566358
2,0.5,0.052464589901826876,21.641173236780904,15.940474753784722,0.04822209049008117,0.08086405363473498,0.12508856100839147,97403.68358805837,0.0018738507143304813,21.634035995743893,0.9996702008269643,15.939516066665538,True,,7.965119429893162
3,0.5,0.04822209049008117,21.634035995743893,15.939516066665538,0.044176664552275695,0.08389155046352839,0.12508831125080375,97383.64363535594,0.0017846607582253954,21.626904474344162,0.9996703564050122,15.938554947520892,True,,7.963330691839222
4,0.5,0.044176664552275695,21.626904474344162,15.938554947520892,0.04032826415464349,0.08711387418301507,0.12508805450038368,97363.59920133313,0.001695444399165698,21.61977868301872,0.9996705126554798,15.937592098446451,True,,7.961491757574727
5,0.5,0.04032826415464349,21.61977868301872,15.937592098446451,0.036676847182852634,0.09054237885838737,0.1250877907993747,97343.55029098837,0.0016062016234946624,21.612658623574955,0.9996706691799137,15.936627518955907,True,,7.959604369281616
6,0.5,0.036676847182852634,21.612658623574955,15.936627518955907,0.03322237179538863,0.09418681410214179,0.1250875201475397,97323.49691018488,0.0015169323777253097,21.605544297844915,0.9996708259796284,15.935661206005742,True,,7.957668615310076
7,0.5,0.03322237179538863,21.605544297844915,15.935661206005742,0.029964796220408034,0.09805367283960016,0.12508724254427409,97303.43906359162,0.001427636603689105,21.598435707778556,0.999670983060257,15.934693156555097,True,,7.955684520132901
8,0.5,0.029964796220408034,21.598435707778556,15.934693156555097,0.026904078748679904,0.10214377729168657,0.12508695798870817,97283.37675681814,0.0013383142484180324,21.591332855444477,0.9996711404274745,15.933723367559,True,,7.953652105787081
9,0.5,0.026904078748679904,21.591332855444477,15.933723367559,0.024040177732437197,0.10644858138408585,0.12508666647974995,97263.30999408888,0.0012489652525113956,21.584235743029158,0.9996712980869298,15.932751835966858,True,,7.951571394165385
10,0.5,0.024040177732437197,21.584235743029158,15.932751835966858,0.021373051587520713,0.11094452689165249,0.12508636801606499,97243.23878162722,0.0011595895601907197,21.57714437284055,0.9996714560444467,15.931778558722726,True,,7.949442406865123
11,0.5,0.021373051587520713,21.57714437284055,15.931778558722726,0.018902658792948196,0.11558446787331618,0.12508606259609645,97223.16312374227,0.0010701871124930624,21.57005874730444,0.9996716143056896,15.930803532778546,True,,7.94726516477234
12,0.5,0.018902658792948196,21.57005874730444,15.930803532778546,0.016628957891687154,0.12028471370965368,0.1250857502180192,97203.08302554872,0.0009807578555466976,21.562978868967434,0.9996717728764698,15.929826755091254,True,,7.945039689203943
13,0.5,0.016628957891687154,21.562978868967434,15.929826755091254,0.014551907491483745,0.12490562630155737,0.1250854308798066,97182.99849284129,0.0008913017272424204,21.555904740497258,0.9996719317626213,15.928848222610084,True,,7.94276600107762
14,0.5,0.014551907491483745,21.555904740497258,15.928848222610084,0.012671466265401122,0.1292230057937847,0.12508510457914862,97162.90952989578,0.000801818675350653,21.548836364681662,0.9996720909699366,15.927867932270553,True,,7.94044412097493
15,0.5,0.012671466265401122,21.548836364681662,15.927867932270553,0.010987592952169275,0.13288701385960272,0.125084771313517,97142.81614191654,0.0007123086328725108,21.541773744430607,0.9996722505043182,15.926885881026916,True,,7.938074069512981
16,0.5,0.010987592952169275,21.541773744430607,15.926885881026916,0.009500246358745447,0.1353660078143122,0.12508443108018047,97122.71833384504,0.0006227715495013382,21.534716882775182,0.9996724103716274,15.925902065811576,True,,7.935655866597532
17,0.5,0.009500246358745447,21.534716882775182,15.925902065811576,0.008209385358158105,0.13587658170559339,0.1250840838761065,97102.61611096963,0.0005332073607273127,21.527665782871026,0.9996725705778934,15.924916483583722,True,,7.933189532324239
18,0.5,0.008209385358158105,21.527665782871026,15.924916483583722,0.007114968893373434,0.13331283854242396,0.12508372969803364,97082.50947856762,0.0004436160102798508,21.52062044799585,0.9996727311290394,15.923929131276273,True,,7.930675086503403
19,0.5,0.007114968893373434,21.52062044799585,15.923929131276273,0.006216955976023298,0.1262145950049768,0.12508336854250682,97062.39844113831,0.0003539974360702835,21.513580881552528,0.9996728920311414,15.922940005831618,True,,7.928112548747746
20,0.5,0.006216955976023298,21.513580881552528,15.922940005831618,0.005515305689111551,0.11286074561534232,0.12508300040574827,97042.28300384954,0.0002643515800870288,21.5065470870687,0.9996730532902657,15.921949104190253,True,,7.925501938378971
21,0.5,0.005515305689111551,21.5065470870687,15.921949104190253,0.005009977186852941,0.09162293637798564,0.1250826252838159,97022.16317188813,0.00017467838379697488,21.499519068197756,0.9996732149125338,15.920956423292228,True,,7.922843274427165
22,0.5,0.005009977186852941,21.499519068197756,15.920956423292228,0.004700929696451976,0.06168640671896856,0.12508224317244462,97002.0389501828,8.497778357272896e-05,21.49249682872027,0.9996733769041433,15.919961960074518,True,,7.920136575867163
23,0.5,0.004700929696451976,21.49249682872027,15.919961960074518,0.004588122518486494,0.02399678047740711,0.12508185406721933,96981.91034362635,4.750279861375713e-06,21.485480372543993,0.9996735392713004,15.918965711466553,True,,7.917381861353534
