x_m,local_time_s,free_panels,newly_exposed,edge_extrapolated,exposure_ratio,equation_residual,history_norm,free_phi_norm,free_eta_norm
2.999997,0.0,128,0,0,0.0,4.710496316052809e-16,1.364944873972415e-06,0.0,0.0
2.9906220187500003,0.008642103177064533,128,0,0,0.0,4.962926393655685e-16,0.004288418169971994,3.576327465285385e-05,0.0008439702754181579
2.9812470375,0.017284206354129476,128,0,0,0.0,4.514567393558375e-16,0.009656200892834005,0.00021493534135396303,0.003388061488710451
2.97187205625,0.02592630953119442,128,0,0,0.0,5.750495185264499e-16,0.01628446103903981,0.0006798644160482327,0.007603462497116505
2.9624970750000004,0.03456841270825895,126,0,0,0.0,4.842483757621838e-16,0.024045152213779723,0.0014819466784115397,0.012794024601188527
2.9531220937500002,0.043210515885323895,126,0,0,0.0,5.682269722653747e-16,0.03286771708788591,0.0028705200187065967,0.020044313784037326
2.9437471125,0.05185261906238884,126,0,0,0.0,4.852339593517013e-16,0.0427152364937994,0.004932386540974395,0.028742373393962163
2.9343721312500004,0.060494722239453375,124,0,0,0.0,5.338706083287214e-16,0.053570387371481995,0.0073531114952965415,0.03716135317183599
2.9249971500000003,0.06913682541651832,124,0,0,0.0,4.288109819243874e-16,0.06543183727404729,0.010968805734471931,0.048507490506216146
2.91562216875,0.07777892859358326,124,0,0,0.0,4.572974139477857e-16,0.0783089197627334,0.015595134948621992,0.061142279304694847
2.9062471875000004,0.08642103177064779,124,0,0,0.0,4.273623492930343e-16,0.09221964465779241,0.02128224234956461,0.07388680017890549
2.8968722062500003,0.09506313494771274,122,0,0,0.0,5.067838934570554e-16,0.1071808264134835,0.026791732140797032,0.08685951771398594
2.887497225,0.10370523812477768,122,0,0,0.0,4.554622264210783e-16,0.12322244343051567,0.034765133989297356,0.10266383834907973
2.87812224375,0.11234734130184262,122,0,0,0.0,4.385913765145433e-16,0.14037842783583576,0.044084046242994,0.11897240307035739
2.8687472625000003,0.12098944447890715,122,0,0,0.0,4.576180871030552e-16,0.15868547810702927,0.054567534415450814,0.13330219112122058
2.85937228125,0.1296315476559721,120,0,0,0.0,6.859882493407715e-16,0.17816605175024033,0.06376961429960448,0.15166453899608132
2.8499973,0.13827365083303703,120,0,0,0.0,4.2474430059897364e-16,0.19886760778773113,0.07726627969324877,0.17036787016855823
2.8406223187500004,0.14691575401010157,120,0,0,0.0,4.528630638492253e-16,0.2208370958303293,0.0922877373896932,0.18862166103573735
2.8312473375000002,0.15555785718716653,120,0,0,0.0,4.404212376179671e-16,0.24411957430289677,0.10832802329567885,0.20571440617957668
2.82187235625,0.16419996036423146,118,0,0,0.0,4.849266880797631e-16,0.2687306325164019,0.1212880750640649,0.2269537455443026
2.8124973750000004,0.172842063541296,118,0,0,0.0,4.891296992667581e-16,0.2947320301783484,0.14106513810375207,0.24706577552578726
2.8031223937500003,0.18148416671836093,118,0,0,0.0,5.640681677706482e-16,0.32217898899061,0.16241895081683502,0.26620946160266207
2.7937474125,0.1901262698954259,118,0,0,0.0,4.698913764937958e-16,0.35112448300621224,0.18473171658769022,0.2860142435525703
2.7843724312500004,0.1987683730724904,116,0,0,0.0,5.1261864835010795e-16,0.3815651201011524,0.20067376858832314,0.3085328913481778
2.7749974500000003,0.20741047624955536,116,0,0,0.0,4.630918725788665e-16,0.41357529666075926,0.2271262720394797,0.32883144587481644
2.76562246875,0.2160525794266203,116,0,0,0.0,4.966278600516521e-16,0.4472138466677338,0.25512454186466427,0.34825447787007946
2.7562474875,0.22469468260368525,116,0,0,0.0,4.633652382234763e-16,0.4825450389847358,0.2841745803217459,0.3682885658656759
