scope,metric,eligible_point_count,median_relative_error,nrmse,median_limit,nrmse_limit,status
faltinsen_ch9,heave_motion,7,0.5732837733668714,3.9187897039752184,0.15,0.2,FAIL
faltinsen_ch9,pitch_motion,7,0.6621381863629547,3.7458965895966156,0.15,0.2,FAIL
matched_delta_added_only,heave_motion,7,0.49232311667683193,6.190264113986033,0.15,0.2,FAIL
matched_delta_added_only,pitch_motion,7,0.5518761551913138,6.590991671205716,0.15,0.2,FAIL
matched_delta_damping_only,heave_motion,7,0.6424377176324326,1.6025293689638505,0.15,0.2,FAIL
matched_delta_damping_only,pitch_motion,7,0.50767826454199,1.4838080136251264,0.15,0.2,FAIL
matched_delta_added_and_damping,heave_motion,7,0.5437845748505914,3.6898775060831324,0.15,0.2,FAIL
matched_delta_added_and_damping,pitch_motion,7,0.5767733279288314,3.6260432757172167,0.15,0.2,FAIL
matched_raw_added_only,heave_motion,7,0.4989010103251583,6.772927322714602,0.15,0.2,FAIL
matched_raw_added_only,pitch_motion,7,0.8104488114937839,5.982824334578336,0.15,0.2,FAIL
matched_raw_damping_only,heave_motion,7,0.1685403544794601,0.18180634052311045,0.15,0.2,FAIL
matched_raw_damping_only,pitch_motion,7,0.4311736827821429,0.4852204565009751,0.15,0.2,FAIL
matched_raw_added_and_damping,heave_motion,7,0.06000040070276565,0.05097146163331831,0.15,0.2,PASS
matched_raw_added_and_damping,pitch_motion,7,0.17413754544102034,0.164477146523814,0.15,0.2,FAIL
planing_base_plus_matched_radiation,heave_motion,7,0.4713687016081956,0.7538614528084695,0.15,0.2,FAIL
planing_base_plus_matched_radiation,pitch_motion,7,0.21970391204112533,0.38201181911758286,0.15,0.2,FAIL
