eta,xi,pressure_coefficient,segment
-0.9876553716065676,0.03391658776251402,3.220041519105738,body
-0.9629661148197026,0.10174976328754207,3.435264936241545,body
-0.9382768580328378,0.1695829388125701,3.5733319529245278,body
-0.9135876012459729,0.23741611433759816,3.6518690731196237,body
-0.8888983444591081,0.30524928986262617,3.706906668502004,body
-0.8642090876722431,0.3730824653876542,3.7512695810770706,body
-0.8395198308853783,0.44091564091268226,3.7901565941521214,body
-0.8148305740985134,0.5087488164377103,3.826130562385048,body
-0.7901413173116485,0.5765819919627384,3.860622907131721,body
-0.7654520605247837,0.6444151674877664,3.894511639953441,body
-0.7407628037379188,0.7122483430127944,3.9283782914628387,body
-0.7160735469510539,0.7800815185378225,3.9626345487614123,body
-0.691384290164189,0.8479146940628506,3.9975898212189773,body
-0.6666950333773242,0.9157478695878785,4.033489715280308,body
-0.6420057765904592,0.9835810451129066,4.070539233597564,body
-0.6173165198035944,1.0514142206379347,4.108917533588038,body
-0.5926272630167295,1.1192473961629625,4.148787830754677,body
-0.5679380062298646,1.1870805716879906,4.19030442584436,body
-0.5432487494429997,1.2549137472130187,4.23361800213667,body
-0.5185594926561349,1.3227469227380468,4.278879891115348,body
-0.49387023586927,1.390580098263075,4.326245757752035,body
-0.4691809790824051,1.458413273788103,4.37587901982972,body
-0.44449172229554024,1.526246449313131,4.427954242870925,body
-0.41980246550867534,1.594079624838159,4.482660719501907,body
-0.39511320872181044,1.661912800363187,4.540206437725403,body
-0.3704239519349456,1.729745975888215,4.600822661971795,body
-0.3457346951480807,1.797579151413243,4.664769394245535,body
-0.3210454383612158,1.8654123269382712,4.73234205485158,body
-0.29635618157435095,1.933245502463299,4.803879832711949,body
-0.27166692478748605,2.0010786779883274,4.879776320688636,body
-0.24697766800062115,2.068911853513355,4.960493298742291,body
-0.2222884112137563,2.1367450290383836,5.0465789016171545,body
-0.1975991544268914,2.2045782045634112,5.138691981895824,body
-0.1729098976400265,2.2724113800884393,5.2376353792223735,body
-0.14822064085316167,2.3402445556134674,5.344402251310483,body
-0.12353138406629677,2.4080777311384955,5.460242006747283,body
-0.09884212727943187,2.4759109066635236,5.5867564407681005,body
-0.07415287049256702,2.5437440821885513,5.726043847879208,body
-0.049463613705702125,2.61157725771358,5.880922098453772,body
-0.024774356918837226,2.6794104332386075,6.055287242289312,body
-8.510013197232658e-05,2.7472436087636356,6.254716721519393,body
0.024604156654892573,2.8150767842886637,6.487542180449948,body
0.04929341344175742,2.882909959813692,6.766896817712668,body
0.07398267022862226,2.95074313533872,7.115002723185335,body
0.0986719270154871,3.0185763108637476,7.573392258415959,body
0.12336118380235195,3.086409486388776,8.23267197440821,body
0.1480504405892169,3.1542426619138038,9.360019786758116,body
0.17273969737608186,3.2220758374388323,10.073710096563635,body
0.18803378735712334,3.264096004312851,3.0061896684753293,shallow_jet_body
0.19393271053234146,3.2803031625358603,0.42708738861551154,shallow_jet_body
0.1998316337075596,3.2965103207588697,0.06387044158933008,shallow_jet_body
0.20573055688277772,3.312717478981879,0.017170295586261375,shallow_jet_body
0.21162948005799587,3.328924637204888,0.0069250137352554475,shallow_jet_body
0.21752840323321398,3.3451317954278976,0.002084349301028965,shallow_jet_body
0.2234273264084321,3.361338953650907,-0.0002922550783281963,shallow_jet_body
0.22932624958365022,3.3775461118739165,-0.001629339155563514,shallow_jet_body
0.2352251727588684,3.393753270096926,-0.0024466217050118644,shallow_jet_body
0.2411240959340865,3.409960428319935,-0.0029802496095570064,shallow_jet_body
0.24702301910930463,3.4261675865429444,-0.0033472926722453167,shallow_jet_body
0.2529219422845228,3.442374744765954,-0.003610643301804828,shallow_jet_body
0.2588208654597409,3.4585819029889633,-0.0038062759971708715,shallow_jet_body
0.26471978863495904,3.4747890612119727,-0.003955858818748936,shallow_jet_body
0.27061871181017716,3.490996219434982,-0.004073016662069051,shallow_jet_body
0.27651763498539533,3.5072033776579916,-0.004166635399798224,shallow_jet_body
0.28241655816061345,3.523410535881001,-0.004242694100327071,shallow_jet_body
0.28831548133583157,3.5396176941040105,-0.0043053261609316,shallow_jet_body
0.29421440451104974,3.55582485232702,-0.004357457162008416,shallow_jet_body
0.30011332768626786,3.572032010550029,-0.004401200483648893,shallow_jet_body
0.306012250861486,3.5882391687730384,-0.0044381107174729095,shallow_jet_body
0.31191117403670415,3.604446326996048,-0.004469349576496029,shallow_jet_body
0.31781009721192227,3.6206534852190573,-0.004495797102450183,shallow_jet_body
0.3237090203871404,3.6368606434420667,-0.004518127938887062,shallow_jet_body
0.3296079435623585,3.653067801665076,-0.004536864805743335,shallow_jet_body
0.3355068667375767,3.6692749598880856,-0.004552416169396167,shallow_jet_body
0.3414057899127948,3.6854821181110946,-0.004565103323443509,shallow_jet_body
0.347304713088013,3.701689276334104,-0.004575180766209996,shallow_jet_body
0.3532036362632311,3.7178964345571135,-0.004582850613395806,shallow_jet_body
0.3591025594384492,3.734103592780123,-0.004588273779233987,shallow_jet_body
0.3650014826136673,3.7503107510031324,-0.00459157867183535,shallow_jet_body
