node_index,normal_displacement
0,0.00030586331474086593
1,0.0003072655806534977
2,0.00031035859012769237
3,0.0003156940960076742
4,0.00032403856093850996
5,0.00033630477594558903
6,0.0003534686627088526
7,0.0003764773535139414
8,0.00040615530069868227
9,0.0004431153426104087
10,0.0004876813343523249
11,0.0005398281632232684
12,0.0005991437686923783
13,0.0006648162621929726
14,0.0007356475028892384
15,0.000810092656371343
16,0.0008863234739164476
17,0.0009623114064412862
18,0.0010359253223985161
19,0.0011050376243542915
20,0.0011676320190597536
21,0.0012219061229523575
22,0.0012663624779795575
23,0.0012998823771339831
24,0.0013217780907614166
25,0.0013318205542763252
26,0.0013302412181074791
27,0.001317708454290068
28,0.0012952805426546365
29,0.0012643387118933974
30,0.0012265048909509673
31,0.0011835496599841397
32,0.0011372963299338486
33,0.001089527107245356
34,0.0010418969269969027
35,0.0009958598033400472
36,0.0009526115148300532
37,0.0009130511970476568
38,0.0008777630513313047
39,0.0008470179968475448
40,0.0008207937914540085
41,0.0007988110130296563
42,0.0007805813995575439
43,0.0007654644451277743
44,0.0007527278685164461
45,0.0007416076147230382
46,0.0007313633974954376
47,0.000721326400699775
48,0.0007109365692971539
49,0.0006997678654155998
50,0.0006875408640755558
51,0.0006741230390025072
52,0.0006595179699487107
53,0.0006438454284072358
54,0.0006273148230728624
55,0.000610194782368134
56,0.0005927817104830757
57,0.0005753699862298966
58,0.0005582261082498106
59,0.000541568567448334
60,0.0005255545997421567
61,0.0005102742964552156
62,0.0004957518837568871
63,0.0004819533800548419
64,0.00046879934669934837
65,0.00045618109672386785
66,0.0004439785390014408
67,0.000432077816900588
68,0.0004203870427151893
69,0.0004088487103658319
70,0.0003974477572070695
71,0.0003862147020202546
72,0.00037522376756345696
73,0.0003645863596370912
74,0.0003544406814474495
75,0.0003449385798532023
76,0.0003362309258029087
77,0.00032845291256817784
78,0.0003217106111569222
79,0.00031606996228834296
80,0.00031154912775582203
81,0.00030811479754592905
82,0.00030568268417615013
83,0.0003041220657098129
84,0.0003032638961009761
85,0.00030291171443022624
86,0.0003028543756593006
87,0.0003028795094618623
88,0.0003027865965068057
89,0.0003023986304809805
90,0.00030157149813459514
91,0.00030020044080262057
92,0.0002982232362249587
93,0.0002956200332274657
94,0.0002924100576149226
95,0.00028864566096593224
96,0.0002844043842886708
97,0.0002797798405945343
98,0.0002748722758845485
99,0.0002697796454147557
100,0.0002645899469229852
101,0.0002593753964245432
102,0.0002541888317615291
103,0.00024906250408941554
104,0.0002440091890299165
105,0.00023902533787180347
106,0.0002340958131624756
107,0.00022919962662521463
108,0.00022431602988439976
109,0.00021943030367401473
110,0.00021453864698673265
111,0.00020965167658752384
112,0.0002047961975745253
113,0.00020001508206605548
114,0.00019536527868036448
115,0.00019091415309476815
116,0.0001867345137906755
117,0.00018289879397216319
118,0.0001794729312228976
119,0.00017651050585247422
120,0.0001740476669515181
121,0.0001720992964048584
122,0.00017065674403155706
123,0.00016968732330451984
124,0.00016913560042188956
125,0.0001689263542341968
126,0.0001689689444483505
127,0.00016916271258996695
128,0.0001694029635441506
129,0.0001695870407019941
130,0.00016962001648147617
131,0.0001694195699924221
132,0.00016891970899826162
133,0.000168073105261402
134,0.00016685193995161693
135,0.00016524728714128036
136,0.0001632671866897512
137,0.00016093366236092987
138,0.00015827901821859085
139,0.00015534179036824273
140,0.00015216273932557823
141,0.0001487812413795614
142,0.0001452323791211369
143,0.00014154494835783103
144,0.00013774049947089858
145,0.00013383342560233476
146,0.0001298320078370461
147,0.00012574023805703632
148,0.0001215601711870196
149,0.00011729451577277015
150,0.00011294915829054355
151,0.00010853533254787927
152,0.00010407118855298616
153,9.958258044357578e-05
154,9.510297373122658e-05
155,9.067246027841329e-05
156,8.633595668164256e-05
157,8.214074002249987e-05
158,7.813353727011751e-05
159,7.435742564678046e-05
160,7.084881778420386e-05
161,6.76347966206475e-05
162,6.47310321854127e-05
163,6.214045929697453e-05
164,5.9852827121829865e-05
165,5.784515506689583e-05
166,5.6083051743211114e-05
167,5.452278177896426e-05
168,5.3113905374807736e-05
169,5.180227269440149e-05
170,5.0533132772578785e-05
171,4.925411595258039e-05
172,4.791786926666243e-05
173,4.648416309398421e-05
174,4.4921340711826915e-05
175,4.320704468077397e-05
176,4.132821941024166e-05
177,3.928045170226544e-05
178,3.706676501529859e-05
179,3.4696024048570137e-05
180,3.2181130808808835e-05
181,2.9537199987878334e-05
182,2.6779890364498257e-05
183,2.3924041800394272e-05
184,2.098272741122111e-05
185,1.796678191944327e-05
186,1.488481495627302e-05
187,1.1743667262650636e-05
188,8.54922312884872e-06
189,5.3074580496253985e-06
190,2.025579401287326e-06
191,-1.286888425019886e-06
192,-4.617214413485027e-06
193,-7.9488845314432e-06
194,-1.126142277978171e-05
195,-1.4530652758187385e-05
196,-1.772939810860618e-05
197,-2.0828576284729095e-05
198,-2.379860113029145e-05
199,-2.6610979315413503e-05
200,-2.923996646322724e-05
201,-3.1664142361744884e-05
202,-3.3867771324181256e-05
203,-3.5841832627528344e-05
204,-3.7584635002754905e-05
205,-3.910196545522361e-05
206,-4.040676274862739e-05
207,-4.1518345925731546e-05
208,-4.2461264606505265e-05
209,-4.326386728539834e-05
210,-4.39567039624195e-05
211,-4.4570888646684194e-05
212,-4.51365450828601e-05
213,-4.5681446057901646e-05
214,-4.622993441835803e-05
215,-4.6802184844485994e-05
216,-4.741383242216206e-05
217,-4.807596032901907e-05
218,-4.8795407666024564e-05
219,-4.957533243978128e-05
220,-5.041594616004018e-05
221,-5.131532690199715e-05
222,-5.22702175378353e-05
