component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,0.3966858888812297,0.8641458888812297,2.7174399021422317,0.02143194426500071,0.4888919442650007,1.5373960511478009,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
resolved_station_bem,1.4,0.39615582829982615,0.8636158282998261,2.7157730449680066,0.03676485587638779,0.5042248558763878,1.5856127543282634,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
transom_extrapolation,1.4,-0.3275975954835788,0.13986240451642118,0.4398188821271106,-0.4367638420299243,0.030696157970075688,0.09652879864803675,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
pre_chine_bem,1.4,0.345536875485485,0.812996875485485,2.556593948067563,0.33141986731921436,0.7988798673192143,2.51220084062646,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
post_chine_bem,1.4,0.7265178476777011,1.1939778476777012,3.7546473197411987,-0.07397712932467612,0.39348287067532384,1.2373675178469303,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
longitudinal_bin_aft_post_chine,1.4,-0.2987577450427554,0.1687022549572446,0.5305102357146056,-0.3446231096565441,0.1228368903434559,0.3862795293819368,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
longitudinal_bin_middle_post_chine,1.4,-0.13284721697581628,0.33461278302418374,1.0522414560508921,-0.11151653899835508,0.3559434610016449,1.1193190597536005,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
longitudinal_bin_forward_post_chine,1.4,0.15906657018519432,0.6265265701851943,1.9702093402050136,0.11559853022747392,0.5830585302274739,1.8335173906524336,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
longitudinal_bin_pre_chine,1.4,0.345536875485485,0.812996875485485,2.556593948067563,0.33141986731921436,0.7988798673192143,2.51220084062646,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
bem,1.4,0.3966858888812297,0.8641458888812297,2.7174399021422317,0.02143194426500071,0.4888919442650007,1.5373960511478009,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
front,1.4,0.6059528024292014,1.0734128024292013,3.3755119573245325,0.5525090484524495,1.0199690484524495,3.2074498379007848,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
transom,1.4,nan,nan,nan,nan,nan,nan,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
total,1.4,-0.06833587416649457,0.3991241258335054,1.255107313941841,0.1330925689288144,0.6005525689288144,1.8885300909711142,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
