omega_e_rad_s,F3_real,F3_imag,M5_real,M5_imag
6.579000000000001,1061.0855858415882,-3796.2878647851,521.1199256600477,-42.051734377035615
7.590045702857821,1134.680469279348,-3580.4336378769203,584.5338207589479,13.299196360398952
8.756466601530699,1196.264128018511,-3316.798264698765,646.0016126355758,81.91367361533847
10.102140401454038,1236.4959495793842,-2998.285189715148,699.9212364949673,165.05217058809683
11.6546142793316,1242.5884205764814,-2619.6796729944117,738.1680857765216,262.5652416377095
13.44566879910415,1198.0957306856521,-2180.3542764234808,749.7963807383474,371.53687896816155
15.511968489236953,1083.8134008534762,-1688.4602782052943,721.4507044149138,484.3147124301035
17.89581239923983,881.0081216553201,-1166.592793623468,639.3391625890856,586.1004018442798
20.645999999999997,578.7000643798509,-657.8072905022925,493.9977950423863,652.9775873539575
37.1628,-808.9939597819441,-139.40738148200768,-232.02550550126807,16.194716751892358
