omega_e_rad_s,F3_real,F3_imag,M5_real,M5_imag
20.645999999999997,578.7000643798509,-657.8072905022925,493.9977950423863,652.9775873539575
16.879600000000003,967.4622885945524,-1389.0604671010956,674.3426150273812,542.710027493916
13.471200000000003,1196.683658111802,-2174.2764337233416,749.4461415352936,372.93036198345976
11.899999999999999,1236.492642556992,-2559.489333808546,739.7612352355982,277.4950405151575
10.4354,1237.8037812070709,-2917.0123745601936,708.1314420377777,185.9846753948158
9.0582,1205.2850989602534,-3245.3797436744358,658.0917279014058,100.55538398872102
7.7676,1144.0548239872555,-3540.3026753403933,593.8905380433808,23.743792557740814
6.579000000000001,1061.0855858415882,-3796.2878647851,521.1199256600477,-42.051734377035615
